"workerid","proliferate.condition","block_sequence","exposure_condition","first_response_value","group","item_number","item_type","phase","response","test_condition","trial_sequence_total","wrong_attempts","time_in_minutes","error","sentence_id"
19,"condition1",103,"SUBJ",NA,"mismatch",123,"UNGRAM","test",0.02,"WH",63,NA,17.2333333333333,NA,158
19,"condition1",103,"SUBJ",NA,"mismatch",24,"WH","test",0.96,"WH",64,NA,17.2333333333333,NA,71
23,"condition1",201,"SUBJ",NA,"mismatch",18,"WH","pre-exposure",0.1,"WH",1,NA,24.0782333333333,NA,53
23,"condition1",201,"SUBJ",NA,"mismatch",114,"FILL","pre-exposure",0.9,"WH",2,NA,24.0782333333333,NA,149
23,"condition1",201,"SUBJ",NA,"mismatch",12,"WH","pre-exposure",0.06,"WH",3,NA,24.0782333333333,NA,35
23,"condition1",201,"SUBJ",NA,"mismatch",117,"UNGRAM","pre-exposure",0.02,"WH",4,NA,24.0782333333333,NA,152
23,"condition1",202,"SUBJ",NA,"mismatch",106,"FILL","pre-exposure",1,"WH",5,NA,24.0782333333333,NA,141
23,"condition1",202,"SUBJ",NA,"mismatch",11,"WH","pre-exposure",0.14,"WH",6,NA,24.0782333333333,NA,32
23,"condition1",202,"SUBJ",NA,"mismatch",125,"UNGRAM","pre-exposure",0.01,"WH",7,NA,24.0782333333333,NA,160
23,"condition1",202,"SUBJ",NA,"mismatch",9,"WH","pre-exposure",0.62,"WH",8,NA,24.0782333333333,NA,26
23,"condition1",203,"SUBJ",NA,"mismatch",4,"WH","pre-exposure",0.2,"WH",9,NA,24.0782333333333,NA,11
23,"condition1",203,"SUBJ",NA,"mismatch",108,"FILL","pre-exposure",1,"WH",10,NA,24.0782333333333,NA,143
23,"condition1",203,"SUBJ",NA,"mismatch",8,"WH","pre-exposure",0.15,"WH",11,NA,24.0782333333333,NA,23
23,"condition1",203,"SUBJ",NA,"mismatch",132,"UNGRAM","pre-exposure",0.01,"WH",12,NA,24.0782333333333,NA,167
23,"condition1",1,"SUBJ",NA,"mismatch",111,"FILL","exposure",0.99,"WH",13,NA,24.0782333333333,NA,146
23,"condition1",1,"SUBJ",NA,"mismatch",22,"SUBJ","exposure",0.14,"WH",14,NA,24.0782333333333,NA,66
23,"condition1",1,"SUBJ",NA,"mismatch",31,"SUBJ","exposure",0.8,"WH",15,NA,24.0782333333333,NA,93
23,"condition1",1,"SUBJ",NA,"mismatch",123,"UNGRAM","exposure",0.02,"WH",16,NA,24.0782333333333,NA,158
23,"condition1",2,"SUBJ",NA,"mismatch",5,"SUBJ","exposure",0.64,"WH",17,NA,24.0782333333333,NA,15
23,"condition1",2,"SUBJ",NA,"mismatch",14,"SUBJ","exposure",0.7,"WH",18,NA,24.0782333333333,NA,42
23,"condition1",2,"SUBJ",NA,"mismatch",126,"UNGRAM","exposure",0,"WH",19,NA,24.0782333333333,NA,161
23,"condition1",2,"SUBJ",NA,"mismatch",112,"FILL","exposure",0.99,"WH",20,NA,24.0782333333333,NA,147
23,"condition1",3,"SUBJ",NA,"mismatch",104,"FILL","exposure",0.97,"WH",21,NA,24.0782333333333,NA,139
23,"condition1",3,"SUBJ",NA,"mismatch",6,"SUBJ","exposure",0,"WH",22,NA,24.0782333333333,NA,18
23,"condition1",3,"SUBJ",NA,"mismatch",10,"SUBJ","exposure",0.68,"WH",23,NA,24.0782333333333,NA,30
23,"condition1",3,"SUBJ",NA,"mismatch",122,"UNGRAM","exposure",0.01,"WH",24,NA,24.0782333333333,NA,157
23,"condition1",4,"SUBJ",NA,"mismatch",127,"UNGRAM","exposure",0,"WH",25,NA,24.0782333333333,NA,162
23,"condition1",4,"SUBJ",NA,"mismatch",110,"FILL","exposure",1,"WH",26,NA,24.0782333333333,NA,145
23,"condition1",4,"SUBJ",NA,"mismatch",32,"SUBJ","exposure",0.69,"WH",27,NA,24.0782333333333,NA,96
23,"condition1",4,"SUBJ",NA,"mismatch",3,"SUBJ","exposure",0.85,"WH",28,NA,24.0782333333333,NA,9
23,"condition1",5,"SUBJ",NA,"mismatch",130,"UNGRAM","exposure",0.02,"WH",29,NA,24.0782333333333,NA,165
23,"condition1",5,"SUBJ",NA,"mismatch",105,"FILL","exposure",0.82,"WH",30,NA,24.0782333333333,NA,140
23,"condition1",5,"SUBJ",NA,"mismatch",29,"SUBJ","exposure",0.64,"WH",31,NA,24.0782333333333,NA,87
23,"condition1",5,"SUBJ",NA,"mismatch",1,"SUBJ","exposure",0.75,"WH",32,NA,24.0782333333333,NA,3
23,"condition1",6,"SUBJ",NA,"mismatch",101,"FILL","exposure",0.88,"WH",33,NA,24.0782333333333,NA,136
23,"condition1",6,"SUBJ",NA,"mismatch",26,"SUBJ","exposure",0.72,"WH",34,NA,24.0782333333333,NA,78
23,"condition1",6,"SUBJ",NA,"mismatch",2,"SUBJ","exposure",0.12,"WH",35,NA,24.0782333333333,NA,6
23,"condition1",6,"SUBJ",NA,"mismatch",128,"UNGRAM","exposure",0.09,"WH",36,NA,24.0782333333333,NA,163
23,"condition1",7,"SUBJ",NA,"mismatch",7,"SUBJ","exposure",0.53,"WH",37,NA,24.0782333333333,NA,21
23,"condition1",7,"SUBJ",NA,"mismatch",21,"SUBJ","exposure",0.7,"WH",38,NA,24.0782333333333,NA,63
23,"condition1",7,"SUBJ",NA,"mismatch",115,"FILL","exposure",1,"WH",39,NA,24.0782333333333,NA,150
23,"condition1",7,"SUBJ",NA,"mismatch",119,"UNGRAM","exposure",0,"WH",40,NA,24.0782333333333,NA,154
23,"condition1",8,"SUBJ",NA,"mismatch",16,"SUBJ","exposure",0.7,"WH",41,NA,24.0782333333333,NA,48
23,"condition1",8,"SUBJ",NA,"mismatch",121,"UNGRAM","exposure",0,"WH",42,NA,24.0782333333333,NA,156
23,"condition1",8,"SUBJ",NA,"mismatch",113,"FILL","exposure",0.99,"WH",43,NA,24.0782333333333,NA,148
23,"condition1",8,"SUBJ",NA,"mismatch",25,"SUBJ","exposure",0.58,"WH",44,NA,24.0782333333333,NA,75
23,"condition1",9,"SUBJ",NA,"mismatch",118,"UNGRAM","exposure",0.01,"WH",45,NA,24.0782333333333,NA,153
23,"condition1",9,"SUBJ",NA,"mismatch",20,"SUBJ","exposure",0.87,"WH",46,NA,24.0782333333333,NA,60
23,"condition1",9,"SUBJ",NA,"mismatch",15,"SUBJ","exposure",0.89,"WH",47,NA,24.0782333333333,NA,45
23,"condition1",9,"SUBJ",NA,"mismatch",103,"FILL","exposure",1,"WH",48,NA,24.0782333333333,NA,138
23,"condition1",10,"SUBJ",NA,"mismatch",17,"SUBJ","exposure",1,"WH",49,NA,24.0782333333333,NA,51
23,"condition1",10,"SUBJ",NA,"mismatch",116,"FILL","exposure",1,"WH",50,NA,24.0782333333333,NA,151
23,"condition1",10,"SUBJ",NA,"mismatch",129,"UNGRAM","exposure",0,"WH",51,NA,24.0782333333333,NA,164
23,"condition1",10,"SUBJ",NA,"mismatch",13,"SUBJ","exposure",0.79,"WH",52,NA,24.0782333333333,NA,39
23,"condition1",101,"SUBJ",NA,"mismatch",30,"WH","test",0.5,"WH",53,NA,24.0782333333333,NA,89
23,"condition1",101,"SUBJ",NA,"mismatch",102,"FILL","test",1,"WH",54,NA,24.0782333333333,NA,137
23,"condition1",101,"SUBJ",NA,"mismatch",131,"UNGRAM","test",0,"WH",55,NA,24.0782333333333,NA,166
23,"condition1",101,"SUBJ",NA,"mismatch",28,"WH","test",1,"WH",56,NA,24.0782333333333,NA,83
23,"condition1",102,"SUBJ",NA,"mismatch",107,"FILL","test",1,"WH",57,NA,24.0782333333333,NA,142
23,"condition1",102,"SUBJ",NA,"mismatch",120,"UNGRAM","test",0,"WH",58,NA,24.0782333333333,NA,155
23,"condition1",102,"SUBJ",NA,"mismatch",27,"WH","test",0.21,"WH",59,NA,24.0782333333333,NA,80
23,"condition1",102,"SUBJ",NA,"mismatch",24,"WH","test",1,"WH",60,NA,24.0782333333333,NA,71
23,"condition1",103,"SUBJ",NA,"mismatch",19,"WH","test",0.43,"WH",61,NA,24.0782333333333,NA,56
23,"condition1",103,"SUBJ",NA,"mismatch",109,"FILL","test",1,"WH",62,NA,24.0782333333333,NA,144
23,"condition1",103,"SUBJ",NA,"mismatch",23,"WH","test",0.4,"WH",63,NA,24.0782333333333,NA,68
23,"condition1",103,"SUBJ",NA,"mismatch",124,"UNGRAM","test",0,"WH",64,NA,24.0782333333333,NA,159
21,"condition1",201,"SUBJ",NA,"mismatch",19,"WH","pre-exposure",0.37,"WH",1,NA,11.70235,NA,56
21,"condition1",201,"SUBJ",NA,"mismatch",110,"FILL","pre-exposure",0.93,"WH",2,NA,11.70235,NA,145
21,"condition1",201,"SUBJ",NA,"mismatch",14,"WH","pre-exposure",0.67,"WH",3,NA,11.70235,NA,41
21,"condition1",201,"SUBJ",NA,"mismatch",127,"UNGRAM","pre-exposure",0.05,"WH",4,NA,11.70235,NA,162
21,"condition1",202,"SUBJ",NA,"mismatch",7,"WH","pre-exposure",0.64,"WH",5,NA,11.70235,NA,20
21,"condition1",202,"SUBJ",NA,"mismatch",107,"FILL","pre-exposure",0.98,"WH",6,NA,11.70235,NA,142
21,"condition1",202,"SUBJ",NA,"mismatch",13,"WH","pre-exposure",0.24,"WH",7,NA,11.70235,NA,38
21,"condition1",202,"SUBJ",NA,"mismatch",117,"UNGRAM","pre-exposure",0,"WH",8,NA,11.70235,NA,152
21,"condition1",203,"SUBJ",NA,"mismatch",115,"FILL","pre-exposure",0.93,"WH",9,NA,11.70235,NA,150
21,"condition1",203,"SUBJ",NA,"mismatch",125,"UNGRAM","pre-exposure",0.12,"WH",10,NA,11.70235,NA,160
21,"condition1",203,"SUBJ",NA,"mismatch",6,"WH","pre-exposure",0.97,"WH",11,NA,11.70235,NA,17
21,"condition1",203,"SUBJ",NA,"mismatch",3,"WH","pre-exposure",0.55,"WH",12,NA,11.70235,NA,8
21,"condition1",1,"SUBJ",NA,"mismatch",23,"SUBJ","exposure",0.31,"WH",13,NA,11.70235,NA,69
21,"condition1",1,"SUBJ",NA,"mismatch",120,"UNGRAM","exposure",0.07,"WH",14,NA,11.70235,NA,155
21,"condition1",1,"SUBJ",NA,"mismatch",116,"FILL","exposure",0.94,"WH",15,NA,11.70235,NA,151
21,"condition1",1,"SUBJ",NA,"mismatch",15,"SUBJ","exposure",0.58,"WH",16,NA,11.70235,NA,45
21,"condition1",2,"SUBJ",NA,"mismatch",24,"SUBJ","exposure",0.29,"WH",17,NA,11.70235,NA,72
21,"condition1",2,"SUBJ",NA,"mismatch",112,"FILL","exposure",1,"WH",18,NA,11.70235,NA,147
21,"condition1",2,"SUBJ",NA,"mismatch",10,"SUBJ","exposure",0.62,"WH",19,NA,11.70235,NA,30
21,"condition1",2,"SUBJ",NA,"mismatch",124,"UNGRAM","exposure",0,"WH",20,NA,11.70235,NA,159
21,"condition1",3,"SUBJ",NA,"mismatch",27,"SUBJ","exposure",0.81,"WH",21,NA,11.70235,NA,81
21,"condition1",3,"SUBJ",NA,"mismatch",102,"FILL","exposure",1,"WH",22,NA,11.70235,NA,137
21,"condition1",3,"SUBJ",NA,"mismatch",25,"SUBJ","exposure",0.4,"WH",23,NA,11.70235,NA,75
21,"condition1",3,"SUBJ",NA,"mismatch",132,"UNGRAM","exposure",0.2,"WH",24,NA,11.70235,NA,167
21,"condition1",4,"SUBJ",NA,"mismatch",129,"UNGRAM","exposure",0.25,"WH",25,NA,11.70235,NA,164
21,"condition1",4,"SUBJ",NA,"mismatch",101,"FILL","exposure",1,"WH",26,NA,11.70235,NA,136
21,"condition1",4,"SUBJ",NA,"mismatch",16,"SUBJ","exposure",0.36,"WH",27,NA,11.70235,NA,48
21,"condition1",4,"SUBJ",NA,"mismatch",11,"SUBJ","exposure",0.8,"WH",28,NA,11.70235,NA,33
21,"condition1",5,"SUBJ",NA,"mismatch",4,"SUBJ","exposure",0.57,"WH",29,NA,11.70235,NA,12
21,"condition1",5,"SUBJ",NA,"mismatch",108,"FILL","exposure",0.95,"WH",30,NA,11.70235,NA,143
21,"condition1",5,"SUBJ",NA,"mismatch",123,"UNGRAM","exposure",0.34,"WH",31,NA,11.70235,NA,158
21,"condition1",5,"SUBJ",NA,"mismatch",1,"SUBJ","exposure",0.67,"WH",32,NA,11.70235,NA,3
21,"condition1",6,"SUBJ",NA,"mismatch",128,"UNGRAM","exposure",0.2,"WH",33,NA,11.70235,NA,163
21,"condition1",6,"SUBJ",NA,"mismatch",17,"SUBJ","exposure",0.96,"WH",34,NA,11.70235,NA,51
21,"condition1",6,"SUBJ",NA,"mismatch",109,"FILL","exposure",0.97,"WH",35,NA,11.70235,NA,144
21,"condition1",6,"SUBJ",NA,"mismatch",12,"SUBJ","exposure",0.62,"WH",36,NA,11.70235,NA,36
21,"condition1",7,"SUBJ",NA,"mismatch",18,"SUBJ","exposure",0.55,"WH",37,NA,11.70235,NA,54
21,"condition1",7,"SUBJ",NA,"mismatch",105,"FILL","exposure",0.99,"WH",38,NA,11.70235,NA,140
21,"condition1",7,"SUBJ",NA,"mismatch",26,"SUBJ","exposure",0.99,"WH",39,NA,11.70235,NA,78
21,"condition1",7,"SUBJ",NA,"mismatch",130,"UNGRAM","exposure",0.03,"WH",40,NA,11.70235,NA,165
21,"condition1",8,"SUBJ",NA,"mismatch",113,"FILL","exposure",0.98,"WH",41,NA,11.70235,NA,148
21,"condition1",8,"SUBJ",NA,"mismatch",9,"SUBJ","exposure",0.83,"WH",42,NA,11.70235,NA,27
21,"condition1",8,"SUBJ",NA,"mismatch",122,"UNGRAM","exposure",0.11,"WH",43,NA,11.70235,NA,157
21,"condition1",8,"SUBJ",NA,"mismatch",2,"SUBJ","exposure",0.99,"WH",44,NA,11.70235,NA,6
21,"condition1",9,"SUBJ",NA,"mismatch",119,"UNGRAM","exposure",0.13,"WH",45,NA,11.70235,NA,154
21,"condition1",9,"SUBJ",NA,"mismatch",111,"FILL","exposure",0.95,"WH",46,NA,11.70235,NA,146
21,"condition1",9,"SUBJ",NA,"mismatch",21,"SUBJ","exposure",1,"WH",47,NA,11.70235,NA,63
21,"condition1",9,"SUBJ",NA,"mismatch",5,"SUBJ","exposure",0.97,"WH",48,NA,11.70235,NA,15
21,"condition1",10,"SUBJ",NA,"mismatch",121,"UNGRAM","exposure",0.04,"WH",49,NA,11.70235,NA,156
21,"condition1",10,"SUBJ",NA,"mismatch",20,"SUBJ","exposure",0.89,"WH",50,NA,11.70235,NA,60
21,"condition1",10,"SUBJ",NA,"mismatch",103,"FILL","exposure",0.97,"WH",51,NA,11.70235,NA,138
21,"condition1",10,"SUBJ",NA,"mismatch",8,"SUBJ","exposure",0.8,"WH",52,NA,11.70235,NA,24
21,"condition1",101,"SUBJ",NA,"mismatch",118,"UNGRAM","test",0.15,"WH",53,NA,11.70235,NA,153
21,"condition1",101,"SUBJ",NA,"mismatch",31,"WH","test",0.67,"WH",54,NA,11.70235,NA,92
21,"condition1",101,"SUBJ",NA,"mismatch",106,"FILL","test",1,"WH",55,NA,11.70235,NA,141
21,"condition1",101,"SUBJ",NA,"mismatch",32,"WH","test",0.83,"WH",56,NA,11.70235,NA,95
21,"condition1",102,"SUBJ",NA,"mismatch",30,"WH","test",0.78,"WH",57,NA,11.70235,NA,89
21,"condition1",102,"SUBJ",NA,"mismatch",29,"WH","test",0.61,"WH",58,NA,11.70235,NA,86
21,"condition1",102,"SUBJ",NA,"mismatch",131,"UNGRAM","test",0.33,"WH",59,NA,11.70235,NA,166
21,"condition1",102,"SUBJ",NA,"mismatch",104,"FILL","test",1,"WH",60,NA,11.70235,NA,139
21,"condition1",103,"SUBJ",NA,"mismatch",126,"UNGRAM","test",0.3,"WH",61,NA,11.70235,NA,161
21,"condition1",103,"SUBJ",NA,"mismatch",28,"WH","test",0.94,"WH",62,NA,11.70235,NA,83
21,"condition1",103,"SUBJ",NA,"mismatch",22,"WH","test",0.91,"WH",63,NA,11.70235,NA,65
21,"condition1",103,"SUBJ",NA,"mismatch",114,"FILL","test",0.98,"WH",64,NA,11.70235,NA,149
