"workerid","proliferate.condition","block_sequence","exposure_condition","first_response_value","group","item_number","item_type","phase","response","sentence_id","test_condition","trial_sequence_total","wrong_attempts","time_in_minutes","error"
111,"condition1",12,"SUBJ",NA,"mismatch","129","UNGRAM","exposure",0,164,"WH",30,NA,52.7068333333333,NA
111,"condition1",12,"SUBJ",NA,"mismatch","9","SUBJ","exposure",1,27,"WH",31,NA,52.7068333333333,NA
111,"condition1",12,"SUBJ",NA,"mismatch","7","SUBJ","exposure",1,21,"WH",32,NA,52.7068333333333,NA
111,"condition1",13,"SUBJ",NA,"mismatch","122","UNGRAM","exposure",0,157,"WH",33,NA,52.7068333333333,NA
111,"condition1",13,"SUBJ",NA,"mismatch","31","SUBJ","exposure",0.8,93,"WH",34,NA,52.7068333333333,NA
111,"condition1",13,"SUBJ",NA,"mismatch","109","FILL","exposure",1,144,"WH",35,NA,52.7068333333333,NA
111,"condition1",13,"SUBJ",NA,"mismatch","27","SUBJ","exposure",1,81,"WH",36,NA,52.7068333333333,NA
111,"condition1",14,"SUBJ",NA,"mismatch","8","SUBJ","exposure",0.97,24,"WH",37,NA,52.7068333333333,NA
111,"condition1",14,"SUBJ",NA,"mismatch","20","SUBJ","exposure",1,60,"WH",38,NA,52.7068333333333,NA
111,"condition1",14,"SUBJ",NA,"mismatch","132","UNGRAM","exposure",0,167,"WH",39,NA,52.7068333333333,NA
111,"condition1",14,"SUBJ",NA,"mismatch","113","FILL","exposure",1,148,"WH",40,NA,52.7068333333333,NA
111,"condition1",15,"SUBJ",NA,"mismatch","119","UNGRAM","exposure",0,154,"WH",41,NA,52.7068333333333,NA
111,"condition1",15,"SUBJ",NA,"mismatch","28","SUBJ","exposure",0.91,84,"WH",42,NA,52.7068333333333,NA
111,"condition1",15,"SUBJ",NA,"mismatch","6","SUBJ","exposure",0.78,18,"WH",43,NA,52.7068333333333,NA
111,"condition1",15,"SUBJ",NA,"mismatch","112","FILL","exposure",1,147,"WH",44,NA,52.7068333333333,NA
111,"condition1",16,"SUBJ",NA,"mismatch","18","SUBJ","exposure",1,54,"WH",45,NA,52.7068333333333,NA
111,"condition1",16,"SUBJ",NA,"mismatch","125","UNGRAM","exposure",0,160,"WH",46,NA,52.7068333333333,NA
111,"condition1",16,"SUBJ",NA,"mismatch","101","FILL","exposure",1,136,"WH",47,NA,52.7068333333333,NA
111,"condition1",16,"SUBJ",NA,"mismatch","16","SUBJ","exposure",0.81,48,"WH",48,NA,52.7068333333333,NA
111,"condition1",2,"SUBJ",NA,"mismatch","115","FILL","exposure",0.99,150,"WH",49,NA,52.7068333333333,NA
111,"condition1",2,"SUBJ",NA,"mismatch","25","SUBJ","exposure",0.92,75,"WH",50,NA,52.7068333333333,NA
111,"condition1",2,"SUBJ",NA,"mismatch","124","UNGRAM","exposure",0,159,"WH",51,NA,52.7068333333333,NA
111,"condition1",2,"SUBJ",NA,"mismatch","2","SUBJ","exposure",0.82,6,"WH",52,NA,52.7068333333333,NA
111,"condition1",3,"SUBJ",NA,"mismatch","32","WH","test",1,95,"WH",53,NA,52.7068333333333,NA
111,"condition1",3,"SUBJ",NA,"mismatch","106","FILL","test",1,141,"WH",54,NA,52.7068333333333,NA
111,"condition1",3,"SUBJ",NA,"mismatch","118","UNGRAM","test",0,153,"WH",55,NA,52.7068333333333,NA
111,"condition1",3,"SUBJ",NA,"mismatch","30","WH","test",0.94,89,"WH",56,NA,52.7068333333333,NA
111,"condition1",4,"SUBJ",NA,"mismatch","29","WH","test",0.04,86,"WH",57,NA,52.7068333333333,NA
111,"condition1",4,"SUBJ",NA,"mismatch","26","WH","test",0.96,77,"WH",58,NA,52.7068333333333,NA
111,"condition1",4,"SUBJ",NA,"mismatch","120","UNGRAM","test",0,155,"WH",59,NA,52.7068333333333,NA
111,"condition1",4,"SUBJ",NA,"mismatch","107","FILL","test",0.97,142,"WH",60,NA,52.7068333333333,NA
111,"condition1",5,"SUBJ",NA,"mismatch","127","UNGRAM","test",0,162,"WH",61,NA,52.7068333333333,NA
111,"condition1",5,"SUBJ",NA,"mismatch","103","FILL","test",1,138,"WH",62,NA,52.7068333333333,NA
111,"condition1",5,"SUBJ",NA,"mismatch","22","WH","test",0.98,65,"WH",63,NA,52.7068333333333,NA
111,"condition1",5,"SUBJ",NA,"mismatch","23","WH","test",0.9,68,"WH",64,NA,52.7068333333333,NA
45,"condition1",7,"SUBJ",NA,"mismatch","9","WH","pre-exposure",0.66,26,"WH",1,NA,9.98645,NA
45,"condition1",7,"SUBJ",NA,"mismatch","129","UNGRAM","pre-exposure",0,164,"WH",2,NA,9.98645,NA
45,"condition1",7,"SUBJ",NA,"mismatch","10","WH","pre-exposure",0.32,29,"WH",3,NA,9.98645,NA
45,"condition1",7,"SUBJ",NA,"mismatch","108","FILL","pre-exposure",0.98,143,"WH",4,NA,9.98645,NA
45,"condition1",8,"SUBJ",NA,"mismatch","7","WH","pre-exposure",0.95,20,"WH",5,NA,9.98645,NA
45,"condition1",8,"SUBJ",NA,"mismatch","109","FILL","pre-exposure",1,144,"WH",6,NA,9.98645,NA
45,"condition1",8,"SUBJ",NA,"mismatch","121","UNGRAM","pre-exposure",0.08,156,"WH",7,NA,9.98645,NA
45,"condition1",8,"SUBJ",NA,"mismatch","8","WH","pre-exposure",0.44,23,"WH",8,NA,9.98645,NA
45,"condition1",9,"SUBJ",NA,"mismatch","2","WH","pre-exposure",0.5,5,"WH",9,NA,9.98645,NA
45,"condition1",9,"SUBJ",NA,"mismatch","1","WH","pre-exposure",0.19,2,"WH",10,NA,9.98645,NA
45,"condition1",9,"SUBJ",NA,"mismatch","105","FILL","pre-exposure",0.57,140,"WH",11,NA,9.98645,NA
45,"condition1",9,"SUBJ",NA,"mismatch","122","UNGRAM","pre-exposure",0,157,"WH",12,NA,9.98645,NA
45,"condition1",1,"SUBJ",NA,"mismatch","16","SUBJ","exposure",0.13,48,"WH",13,NA,9.98645,NA
45,"condition1",1,"SUBJ",NA,"mismatch","116","FILL","exposure",0.92,151,"WH",14,NA,9.98645,NA
45,"condition1",1,"SUBJ",NA,"mismatch","130","UNGRAM","exposure",0.56,165,"WH",15,NA,9.98645,NA
45,"condition1",1,"SUBJ",NA,"mismatch","25","SUBJ","exposure",0,75,"WH",16,NA,9.98645,NA
45,"condition1",6,"SUBJ",NA,"mismatch","107","FILL","exposure",0.86,142,"WH",17,NA,9.98645,NA
45,"condition1",6,"SUBJ",NA,"mismatch","17","SUBJ","exposure",0.55,51,"WH",18,NA,9.98645,NA
45,"condition1",6,"SUBJ",NA,"mismatch","120","UNGRAM","exposure",0.08,155,"WH",19,NA,9.98645,NA
45,"condition1",6,"SUBJ",NA,"mismatch","13","SUBJ","exposure",0.32,39,"WH",20,NA,9.98645,NA
45,"condition1",10,"SUBJ",NA,"mismatch","124","UNGRAM","exposure",0.25,159,"WH",21,NA,9.98645,NA
45,"condition1",10,"SUBJ",NA,"mismatch","31","SUBJ","exposure",0.67,93,"WH",22,NA,9.98645,NA
45,"condition1",10,"SUBJ",NA,"mismatch","28","SUBJ","exposure",0.88,84,"WH",23,NA,9.98645,NA
45,"condition1",10,"SUBJ",NA,"mismatch","103","FILL","exposure",0.96,138,"WH",24,NA,9.98645,NA
45,"condition1",11,"SUBJ",NA,"mismatch","20","SUBJ","exposure",0.14,60,"WH",25,NA,9.98645,NA
45,"condition1",11,"SUBJ",NA,"mismatch","26","SUBJ","exposure",0.29,78,"WH",26,NA,9.98645,NA
45,"condition1",11,"SUBJ",NA,"mismatch","113","FILL","exposure",0.98,148,"WH",27,NA,9.98645,NA
45,"condition1",11,"SUBJ",NA,"mismatch","119","UNGRAM","exposure",0,154,"WH",28,NA,9.98645,NA
45,"condition1",12,"SUBJ",NA,"mismatch","3","SUBJ","exposure",0.32,9,"WH",29,NA,9.98645,NA
45,"condition1",12,"SUBJ",NA,"mismatch","123","UNGRAM","exposure",0.01,158,"WH",30,NA,9.98645,NA
45,"condition1",12,"SUBJ",NA,"mismatch","104","FILL","exposure",0.81,139,"WH",31,NA,9.98645,NA
45,"condition1",12,"SUBJ",NA,"mismatch","30","SUBJ","exposure",0.22,90,"WH",32,NA,9.98645,NA
45,"condition1",13,"SUBJ",NA,"mismatch","101","FILL","exposure",0.94,136,"WH",33,NA,9.98645,NA
45,"condition1",13,"SUBJ",NA,"mismatch","132","UNGRAM","exposure",0.08,167,"WH",34,NA,9.98645,NA
45,"condition1",13,"SUBJ",NA,"mismatch","29","SUBJ","exposure",0.57,87,"WH",35,NA,9.98645,NA
45,"condition1",13,"SUBJ",NA,"mismatch","23","SUBJ","exposure",0.27,69,"WH",36,NA,9.98645,NA
45,"condition1",14,"SUBJ",NA,"mismatch","111","FILL","exposure",0.88,146,"WH",37,NA,9.98645,NA
45,"condition1",14,"SUBJ",NA,"mismatch","128","UNGRAM","exposure",0.24,163,"WH",38,NA,9.98645,NA
45,"condition1",14,"SUBJ",NA,"mismatch","21","SUBJ","exposure",0.63,63,"WH",39,NA,9.98645,NA
45,"condition1",14,"SUBJ",NA,"mismatch","15","SUBJ","exposure",0.47,45,"WH",40,NA,9.98645,NA
45,"condition1",15,"SUBJ",NA,"mismatch","112","FILL","exposure",0.83,147,"WH",41,NA,9.98645,NA
45,"condition1",15,"SUBJ",NA,"mismatch","27","SUBJ","exposure",0.79,81,"WH",42,NA,9.98645,NA
45,"condition1",15,"SUBJ",NA,"mismatch","22","SUBJ","exposure",0.23,66,"WH",43,NA,9.98645,NA
45,"condition1",15,"SUBJ",NA,"mismatch","125","UNGRAM","exposure",0.04,160,"WH",44,NA,9.98645,NA
45,"condition1",16,"SUBJ",NA,"mismatch","5","SUBJ","exposure",0.34,15,"WH",45,NA,9.98645,NA
45,"condition1",16,"SUBJ",NA,"mismatch","127","UNGRAM","exposure",0.06,162,"WH",46,NA,9.98645,NA
45,"condition1",16,"SUBJ",NA,"mismatch","115","FILL","exposure",0.5,150,"WH",47,NA,9.98645,NA
45,"condition1",16,"SUBJ",NA,"mismatch","6","SUBJ","exposure",0.29,18,"WH",48,NA,9.98645,NA
45,"condition1",2,"SUBJ",NA,"mismatch","102","FILL","exposure",0.98,137,"WH",49,NA,9.98645,NA
45,"condition1",2,"SUBJ",NA,"mismatch","4","SUBJ","exposure",0.33,12,"WH",50,NA,9.98645,NA
45,"condition1",2,"SUBJ",NA,"mismatch","126","UNGRAM","exposure",0.36,161,"WH",51,NA,9.98645,NA
45,"condition1",2,"SUBJ",NA,"mismatch","11","SUBJ","exposure",0.6,33,"WH",52,NA,9.98645,NA
45,"condition1",3,"SUBJ",NA,"mismatch","118","UNGRAM","test",0.07,153,"WH",53,NA,9.98645,NA
45,"condition1",3,"SUBJ",NA,"mismatch","24","WH","test",0.67,71,"WH",54,NA,9.98645,NA
45,"condition1",3,"SUBJ",NA,"mismatch","32","WH","test",0.62,95,"WH",55,NA,9.98645,NA
45,"condition1",3,"SUBJ",NA,"mismatch","106","FILL","test",0.96,141,"WH",56,NA,9.98645,NA
45,"condition1",4,"SUBJ",NA,"mismatch","18","WH","test",0.62,53,"WH",57,NA,9.98645,NA
45,"condition1",4,"SUBJ",NA,"mismatch","19","WH","test",0.62,56,"WH",58,NA,9.98645,NA
45,"condition1",4,"SUBJ",NA,"mismatch","114","FILL","test",0.63,149,"WH",59,NA,9.98645,NA
45,"condition1",4,"SUBJ",NA,"mismatch","131","UNGRAM","test",0.04,166,"WH",60,NA,9.98645,NA
45,"condition1",5,"SUBJ",NA,"mismatch","12","WH","test",0.27,35,"WH",61,NA,9.98645,NA
45,"condition1",5,"SUBJ",NA,"mismatch","110","FILL","test",0.98,145,"WH",62,NA,9.98645,NA
45,"condition1",5,"SUBJ",NA,"mismatch","117","UNGRAM","test",0.34,152,"WH",63,NA,9.98645,NA
45,"condition1",5,"SUBJ",NA,"mismatch","14","WH","test",0.62,41,"WH",64,NA,9.98645,NA
104,"condition1",7,"SUBJ",NA,"mismatch","15","WH","pre-exposure",0.14,44,"WH",1,NA,25.8364666666667,NA
104,"condition1",7,"SUBJ",NA,"mismatch","104","FILL","pre-exposure",0.81,139,"WH",2,NA,25.8364666666667,NA
104,"condition1",7,"SUBJ",NA,"mismatch","18","WH","pre-exposure",0.21,53,"WH",3,NA,25.8364666666667,NA
104,"condition1",7,"SUBJ",NA,"mismatch","127","UNGRAM","pre-exposure",0.05,162,"WH",4,NA,25.8364666666667,NA
104,"condition1",8,"SUBJ",NA,"mismatch","113","FILL","pre-exposure",0.6,148,"WH",5,NA,25.8364666666667,NA
104,"condition1",8,"SUBJ",NA,"mismatch","5","WH","pre-exposure",0.9,14,"WH",6,NA,25.8364666666667,NA
104,"condition1",8,"SUBJ",NA,"mismatch","130","UNGRAM","pre-exposure",0.13,165,"WH",7,NA,25.8364666666667,NA
104,"condition1",8,"SUBJ",NA,"mismatch","11","WH","pre-exposure",0.73,32,"WH",8,NA,25.8364666666667,NA
104,"condition1",9,"SUBJ",NA,"mismatch","3","WH","pre-exposure",0.47,8,"WH",9,NA,25.8364666666667,NA
104,"condition1",9,"SUBJ",NA,"mismatch","112","FILL","pre-exposure",0.87,147,"WH",10,NA,25.8364666666667,NA
104,"condition1",9,"SUBJ",NA,"mismatch","1","WH","pre-exposure",0.75,2,"WH",11,NA,25.8364666666667,NA
104,"condition1",9,"SUBJ",NA,"mismatch","132","UNGRAM","pre-exposure",0.17,167,"WH",12,NA,25.8364666666667,NA
104,"condition1",1,"SUBJ",NA,"mismatch","31","SUBJ","exposure",0.12,93,"WH",13,NA,25.8364666666667,NA
104,"condition1",1,"SUBJ",NA,"mismatch","102","FILL","exposure",0.77,137,"WH",14,NA,25.8364666666667,NA
104,"condition1",1,"SUBJ",NA,"mismatch","19","SUBJ","exposure",0.36,57,"WH",15,NA,25.8364666666667,NA
104,"condition1",1,"SUBJ",NA,"mismatch","119","UNGRAM","exposure",0.22,154,"WH",16,NA,25.8364666666667,NA
104,"condition1",6,"SUBJ",NA,"mismatch","12","SUBJ","exposure",0.69,36,"WH",17,NA,25.8364666666667,NA
104,"condition1",6,"SUBJ",NA,"mismatch","29","SUBJ","exposure",0.12,87,"WH",18,NA,25.8364666666667,NA
104,"condition1",6,"SUBJ",NA,"mismatch","121","UNGRAM","exposure",0.11,156,"WH",19,NA,25.8364666666667,NA
104,"condition1",6,"SUBJ",NA,"mismatch","111","FILL","exposure",0.77,146,"WH",20,NA,25.8364666666667,NA
104,"condition1",10,"SUBJ",NA,"mismatch","109","FILL","exposure",0.73,144,"WH",21,NA,25.8364666666667,NA
104,"condition1",10,"SUBJ",NA,"mismatch","14","SUBJ","exposure",0.14,42,"WH",22,NA,25.8364666666667,NA
104,"condition1",10,"SUBJ",NA,"mismatch","129","UNGRAM","exposure",0.17,164,"WH",23,NA,25.8364666666667,NA
104,"condition1",10,"SUBJ",NA,"mismatch","7","SUBJ","exposure",0.14,21,"WH",24,NA,25.8364666666667,NA
104,"condition1",11,"SUBJ",NA,"mismatch","123","UNGRAM","exposure",0.15,158,"WH",25,NA,25.8364666666667,NA
104,"condition1",11,"SUBJ",NA,"mismatch","106","FILL","exposure",0.82,141,"WH",26,NA,25.8364666666667,NA
104,"condition1",11,"SUBJ",NA,"mismatch","16","SUBJ","exposure",0.17,48,"WH",27,NA,25.8364666666667,NA
104,"condition1",11,"SUBJ",NA,"mismatch","6","SUBJ","exposure",0.34,18,"WH",28,NA,25.8364666666667,NA
104,"condition1",12,"SUBJ",NA,"mismatch","124","UNGRAM","exposure",0.19,159,"WH",29,NA,25.8364666666667,NA
104,"condition1",12,"SUBJ",NA,"mismatch","105","FILL","exposure",0.71,140,"WH",30,NA,25.8364666666667,NA
104,"condition1",12,"SUBJ",NA,"mismatch","8","SUBJ","exposure",0.39,24,"WH",31,NA,25.8364666666667,NA
104,"condition1",12,"SUBJ",NA,"mismatch","28","SUBJ","exposure",0.29,84,"WH",32,NA,25.8364666666667,NA
104,"condition1",13,"SUBJ",NA,"mismatch","116","FILL","exposure",0.72,151,"WH",33,NA,25.8364666666667,NA
104,"condition1",13,"SUBJ",NA,"mismatch","120","UNGRAM","exposure",0.15,155,"WH",34,NA,25.8364666666667,NA
104,"condition1",13,"SUBJ",NA,"mismatch","25","SUBJ","exposure",0.22,75,"WH",35,NA,25.8364666666667,NA
104,"condition1",13,"SUBJ",NA,"mismatch","20","SUBJ","exposure",0.36,60,"WH",36,NA,25.8364666666667,NA
104,"condition1",14,"SUBJ",NA,"mismatch","32","SUBJ","exposure",0.31,96,"WH",37,NA,25.8364666666667,NA
104,"condition1",14,"SUBJ",NA,"mismatch","22","SUBJ","exposure",0.58,66,"WH",38,NA,25.8364666666667,NA
104,"condition1",14,"SUBJ",NA,"mismatch","108","FILL","exposure",0.75,143,"WH",39,NA,25.8364666666667,NA
104,"condition1",14,"SUBJ",NA,"mismatch","125","UNGRAM","exposure",0.23,160,"WH",40,NA,25.8364666666667,NA
104,"condition1",15,"SUBJ",NA,"mismatch","115","FILL","exposure",0.73,150,"WH",41,NA,25.8364666666667,NA
104,"condition1",15,"SUBJ",NA,"mismatch","4","SUBJ","exposure",0.31,12,"WH",42,NA,25.8364666666667,NA
104,"condition1",15,"SUBJ",NA,"mismatch","128","UNGRAM","exposure",0.28,163,"WH",43,NA,25.8364666666667,NA
104,"condition1",15,"SUBJ",NA,"mismatch","10","SUBJ","exposure",0.56,30,"WH",44,NA,25.8364666666667,NA
104,"condition1",16,"SUBJ",NA,"mismatch","17","SUBJ","exposure",0.75,51,"WH",45,NA,25.8364666666667,NA
104,"condition1",16,"SUBJ",NA,"mismatch","9","SUBJ","exposure",0.36,27,"WH",46,NA,25.8364666666667,NA
104,"condition1",16,"SUBJ",NA,"mismatch","131","UNGRAM","exposure",0.27,166,"WH",47,NA,25.8364666666667,NA
104,"condition1",16,"SUBJ",NA,"mismatch","114","FILL","exposure",0.69,149,"WH",48,NA,25.8364666666667,NA
104,"condition1",2,"SUBJ",NA,"mismatch","103","FILL","exposure",0.73,138,"WH",49,NA,25.8364666666667,NA
104,"condition1",2,"SUBJ",NA,"mismatch","2","SUBJ","exposure",0.29,6,"WH",50,NA,25.8364666666667,NA
104,"condition1",2,"SUBJ",NA,"mismatch","122","UNGRAM","exposure",0.28,157,"WH",51,NA,25.8364666666667,NA
104,"condition1",2,"SUBJ",NA,"mismatch","13","SUBJ","exposure",0.64,39,"WH",52,NA,25.8364666666667,NA
104,"condition1",3,"SUBJ",NA,"mismatch","30","WH","test",0.18,89,"WH",53,NA,25.8364666666667,NA
104,"condition1",3,"SUBJ",NA,"mismatch","118","UNGRAM","test",0.1,153,"WH",54,NA,25.8364666666667,NA
104,"condition1",3,"SUBJ",NA,"mismatch","110","FILL","test",0.91,145,"WH",55,NA,25.8364666666667,NA
104,"condition1",3,"SUBJ",NA,"mismatch","27","WH","test",0.83,80,"WH",56,NA,25.8364666666667,NA
104,"condition1",4,"SUBJ",NA,"mismatch","26","WH","test",0.86,77,"WH",57,NA,25.8364666666667,NA
104,"condition1",4,"SUBJ",NA,"mismatch","24","WH","test",0.73,71,"WH",58,NA,25.8364666666667,NA
104,"condition1",4,"SUBJ",NA,"mismatch","107","FILL","test",0.93,142,"WH",59,NA,25.8364666666667,NA
104,"condition1",4,"SUBJ",NA,"mismatch","117","UNGRAM","test",0.15,152,"WH",60,NA,25.8364666666667,NA
104,"condition1",5,"SUBJ",NA,"mismatch","126","UNGRAM","test",0.11,161,"WH",61,NA,25.8364666666667,NA
104,"condition1",5,"SUBJ",NA,"mismatch","23","WH","test",0.82,68,"WH",62,NA,25.8364666666667,NA
104,"condition1",5,"SUBJ",NA,"mismatch","21","WH","test",0.43,62,"WH",63,NA,25.8364666666667,NA
104,"condition1",5,"SUBJ",NA,"mismatch","101","FILL","test",0.85,136,"WH",64,NA,25.8364666666667,NA
114,"condition1",7,"WH",NA,"match","12","WH","pre-exposure",0.01,35,"WH",1,NA,16.3354,NA
114,"condition1",7,"WH",NA,"match","112","FILL","pre-exposure",0.88,147,"WH",2,NA,16.3354,NA
114,"condition1",7,"WH",NA,"match","119","UNGRAM","pre-exposure",0.01,154,"WH",3,NA,16.3354,NA
114,"condition1",7,"WH",NA,"match","14","WH","pre-exposure",0.01,41,"WH",4,NA,16.3354,NA
114,"condition1",8,"WH",NA,"match","117","UNGRAM","pre-exposure",0.02,152,"WH",5,NA,16.3354,NA
114,"condition1",8,"WH",NA,"match","105","FILL","pre-exposure",0.3,140,"WH",6,NA,16.3354,NA
114,"condition1",8,"WH",NA,"match","8","WH","pre-exposure",0.15,23,"WH",7,NA,16.3354,NA
114,"condition1",8,"WH",NA,"match","11","WH","pre-exposure",0.29,32,"WH",8,NA,16.3354,NA
114,"condition1",9,"WH",NA,"match","6","WH","pre-exposure",0.17,17,"WH",9,NA,16.3354,NA
114,"condition1",9,"WH",NA,"match","122","UNGRAM","pre-exposure",0.21,157,"WH",10,NA,16.3354,NA
114,"condition1",9,"WH",NA,"match","3","WH","pre-exposure",0.38,8,"WH",11,NA,16.3354,NA
114,"condition1",9,"WH",NA,"match","101","FILL","pre-exposure",0.96,136,"WH",12,NA,16.3354,NA
114,"condition1",1,"WH",NA,"match","31","WH","exposure",0.13,92,"WH",13,NA,16.3354,NA
114,"condition1",1,"WH",NA,"match","127","UNGRAM","exposure",0.06,162,"WH",14,NA,16.3354,NA
114,"condition1",1,"WH",NA,"match","102","FILL","exposure",0.83,137,"WH",15,NA,16.3354,NA
114,"condition1",1,"WH",NA,"match","22","WH","exposure",0.16,65,"WH",16,NA,16.3354,NA
114,"condition1",6,"WH",NA,"match","109","FILL","exposure",0.76,144,"WH",17,NA,16.3354,NA
114,"condition1",6,"WH",NA,"match","9","WH","exposure",0.06,26,"WH",18,NA,16.3354,NA
114,"condition1",6,"WH",NA,"match","131","UNGRAM","exposure",0.1,166,"WH",19,NA,16.3354,NA
114,"condition1",6,"WH",NA,"match","17","WH","exposure",0.13,50,"WH",20,NA,16.3354,NA
114,"condition1",10,"WH",NA,"match","118","UNGRAM","exposure",0.13,153,"WH",21,NA,16.3354,NA
114,"condition1",10,"WH",NA,"match","115","FILL","exposure",0.8,150,"WH",22,NA,16.3354,NA
114,"condition1",10,"WH",NA,"match","10","WH","exposure",0.1,29,"WH",23,NA,16.3354,NA
114,"condition1",10,"WH",NA,"match","24","WH","exposure",0.24,71,"WH",24,NA,16.3354,NA
114,"condition1",11,"WH",NA,"match","2","WH","exposure",0.8,5,"WH",25,NA,16.3354,NA
114,"condition1",11,"WH",NA,"match","106","FILL","exposure",0.73,141,"WH",26,NA,16.3354,NA
114,"condition1",11,"WH",NA,"match","5","WH","exposure",0.79,14,"WH",27,NA,16.3354,NA
114,"condition1",11,"WH",NA,"match","128","UNGRAM","exposure",0,163,"WH",28,NA,16.3354,NA
114,"condition1",12,"WH",NA,"match","114","FILL","exposure",1,149,"WH",29,NA,16.3354,NA
114,"condition1",12,"WH",NA,"match","16","WH","exposure",0.85,47,"WH",30,NA,16.3354,NA
114,"condition1",12,"WH",NA,"match","27","WH","exposure",0.17,80,"WH",31,NA,16.3354,NA
114,"condition1",12,"WH",NA,"match","126","UNGRAM","exposure",0.01,161,"WH",32,NA,16.3354,NA
114,"condition1",13,"WH",NA,"match","111","FILL","exposure",0.86,146,"WH",33,NA,16.3354,NA
114,"condition1",13,"WH",NA,"match","1","WH","exposure",0.82,2,"WH",34,NA,16.3354,NA
114,"condition1",13,"WH",NA,"match","121","UNGRAM","exposure",0.06,156,"WH",35,NA,16.3354,NA
114,"condition1",13,"WH",NA,"match","15","WH","exposure",0.11,44,"WH",36,NA,16.3354,NA
114,"condition1",14,"WH",NA,"match","20","WH","exposure",0.82,59,"WH",37,NA,16.3354,NA
114,"condition1",14,"WH",NA,"match","107","FILL","exposure",0.89,142,"WH",38,NA,16.3354,NA
114,"condition1",14,"WH",NA,"match","132","UNGRAM","exposure",0.02,167,"WH",39,NA,16.3354,NA
114,"condition1",14,"WH",NA,"match","21","WH","exposure",0.83,62,"WH",40,NA,16.3354,NA
114,"condition1",15,"WH",NA,"match","110","FILL","exposure",0.99,145,"WH",41,NA,16.3354,NA
114,"condition1",15,"WH",NA,"match","25","WH","exposure",0.13,74,"WH",42,NA,16.3354,NA
114,"condition1",15,"WH",NA,"match","23","WH","exposure",0.14,68,"WH",43,NA,16.3354,NA
114,"condition1",15,"WH",NA,"match","129","UNGRAM","exposure",0,164,"WH",44,NA,16.3354,NA
114,"condition1",16,"WH",NA,"match","18","WH","exposure",0.27,53,"WH",45,NA,16.3354,NA
114,"condition1",16,"WH",NA,"match","125","UNGRAM","exposure",0.01,160,"WH",46,NA,16.3354,NA
114,"condition1",16,"WH",NA,"match","4","WH","exposure",0.13,11,"WH",47,NA,16.3354,NA
114,"condition1",16,"WH",NA,"match","108","FILL","exposure",0.9,143,"WH",48,NA,16.3354,NA
114,"condition1",2,"WH",NA,"match","13","WH","exposure",0.22,38,"WH",49,NA,16.3354,NA
114,"condition1",2,"WH",NA,"match","120","UNGRAM","exposure",0,155,"WH",50,NA,16.3354,NA
114,"condition1",2,"WH",NA,"match","104","FILL","exposure",0.99,139,"WH",51,NA,16.3354,NA
114,"condition1",2,"WH",NA,"match","7","WH","exposure",0,20,"WH",52,NA,16.3354,NA
114,"condition1",3,"WH",NA,"match","30","WH","test",0.11,89,"WH",53,NA,16.3354,NA
114,"condition1",3,"WH",NA,"match","130","UNGRAM","test",0.01,165,"WH",54,NA,16.3354,NA
114,"condition1",3,"WH",NA,"match","32","WH","test",0.11,95,"WH",55,NA,16.3354,NA
114,"condition1",3,"WH",NA,"match","116","FILL","test",0.99,151,"WH",56,NA,16.3354,NA
114,"condition1",4,"WH",NA,"match","113","FILL","test",1,148,"WH",57,NA,16.3354,NA
114,"condition1",4,"WH",NA,"match","29","WH","test",0.1,86,"WH",58,NA,16.3354,NA
114,"condition1",4,"WH",NA,"match","123","UNGRAM","test",0.01,158,"WH",59,NA,16.3354,NA
114,"condition1",4,"WH",NA,"match","28","WH","test",0.11,83,"WH",60,NA,16.3354,NA
114,"condition1",5,"WH",NA,"match","124","UNGRAM","test",0.01,159,"WH",61,NA,16.3354,NA
114,"condition1",5,"WH",NA,"match","26","WH","test",0.11,77,"WH",62,NA,16.3354,NA
114,"condition1",5,"WH",NA,"match","19","WH","test",0.1,56,"WH",63,NA,16.3354,NA
114,"condition1",5,"WH",NA,"match","103","FILL","test",0.99,138,"WH",64,NA,16.3354,NA
85,"condition1",7,"WH",NA,"match","14","WH","pre-exposure",0.02,41,"WH",1,NA,16.4510166666667,NA
85,"condition1",7,"WH",NA,"match","15","WH","pre-exposure",0.05,44,"WH",2,NA,16.4510166666667,NA
85,"condition1",7,"WH",NA,"match","106","FILL","pre-exposure",0.1,141,"WH",3,NA,16.4510166666667,NA
85,"condition1",7,"WH",NA,"match","124","UNGRAM","pre-exposure",0.01,159,"WH",4,NA,16.4510166666667,NA
85,"condition1",8,"WH",NA,"match","120","UNGRAM","pre-exposure",0.03,155,"WH",5,NA,16.4510166666667,NA
85,"condition1",8,"WH",NA,"match","114","FILL","pre-exposure",0.1,149,"WH",6,NA,16.4510166666667,NA
85,"condition1",8,"WH",NA,"match","8","WH","pre-exposure",0.12,23,"WH",7,NA,16.4510166666667,NA
85,"condition1",8,"WH",NA,"match","10","WH","pre-exposure",0.12,29,"WH",8,NA,16.4510166666667,NA
85,"condition1",9,"WH",NA,"match","5","WH","pre-exposure",0.21,14,"WH",9,NA,16.4510166666667,NA
85,"condition1",9,"WH",NA,"match","123","UNGRAM","pre-exposure",0.03,158,"WH",10,NA,16.4510166666667,NA
85,"condition1",9,"WH",NA,"match","107","FILL","pre-exposure",0.95,142,"WH",11,NA,16.4510166666667,NA
