"workerid","proliferate.condition","block_sequence","exposure_condition","first_response_value","group","item_number","item_type","phase","response","sentence_id","test_condition","trial_sequence_total","wrong_attempts","time_in_minutes","error"
424,"condition1",201,"SUBJ",NA,"match","17","SUBJ","pre-exposure",0.12,51,"SUBJ",1,NA,15.28065,NA
424,"condition1",201,"SUBJ",NA,"match","119","UNGRAM","pre-exposure",0.19,154,"SUBJ",2,NA,15.28065,NA
424,"condition1",201,"SUBJ",NA,"match","106","FILL","pre-exposure",0.87,141,"SUBJ",3,NA,15.28065,NA
424,"condition1",201,"SUBJ",NA,"match","16","SUBJ","pre-exposure",0.15,48,"SUBJ",4,NA,15.28065,NA
424,"condition1",202,"SUBJ",NA,"match","104","FILL","pre-exposure",0.93,139,"SUBJ",5,NA,15.28065,NA
424,"condition1",202,"SUBJ",NA,"match","15","SUBJ","pre-exposure",0.26,45,"SUBJ",6,NA,15.28065,NA
424,"condition1",202,"SUBJ",NA,"match","8","SUBJ","pre-exposure",0.17,24,"SUBJ",7,NA,15.28065,NA
424,"condition1",202,"SUBJ",NA,"match","132","UNGRAM","pre-exposure",0.22,167,"SUBJ",8,NA,15.28065,NA
424,"condition1",203,"SUBJ",NA,"match","116","FILL","pre-exposure",0.95,151,"SUBJ",9,NA,15.28065,NA
424,"condition1",203,"SUBJ",NA,"match","2","SUBJ","pre-exposure",0.23,6,"SUBJ",10,NA,15.28065,NA
424,"condition1",203,"SUBJ",NA,"match","118","UNGRAM","pre-exposure",0.23,153,"SUBJ",11,NA,15.28065,NA
424,"condition1",203,"SUBJ",NA,"match","3","SUBJ","pre-exposure",0.7,9,"SUBJ",12,NA,15.28065,NA
424,"condition1",1,"SUBJ",NA,"match","7","SUBJ","exposure",0.32,21,"SUBJ",13,NA,15.28065,NA
424,"condition1",1,"SUBJ",NA,"match","27","SUBJ","exposure",0.43,81,"SUBJ",14,NA,15.28065,NA
424,"condition1",1,"SUBJ",NA,"match","125","UNGRAM","exposure",0.16,160,"SUBJ",15,NA,15.28065,NA
424,"condition1",1,"SUBJ",NA,"match","111","FILL","exposure",0.87,146,"SUBJ",16,NA,15.28065,NA
424,"condition1",2,"SUBJ",NA,"match","101","FILL","exposure",0.94,136,"SUBJ",17,NA,15.28065,NA
424,"condition1",2,"SUBJ",NA,"match","13","SUBJ","exposure",0.37,39,"SUBJ",18,NA,15.28065,NA
424,"condition1",2,"SUBJ",NA,"match","122","UNGRAM","exposure",0.07,157,"SUBJ",19,NA,15.28065,NA
424,"condition1",2,"SUBJ",NA,"match","11","SUBJ","exposure",0.29,33,"SUBJ",20,NA,15.28065,NA
424,"condition1",3,"SUBJ",NA,"match","103","FILL","exposure",0.92,138,"SUBJ",21,NA,15.28065,NA
424,"condition1",3,"SUBJ",NA,"match","10","SUBJ","exposure",0.13,30,"SUBJ",22,NA,15.28065,NA
424,"condition1",3,"SUBJ",NA,"match","124","UNGRAM","exposure",0.07,159,"SUBJ",23,NA,15.28065,NA
424,"condition1",3,"SUBJ",NA,"match","23","SUBJ","exposure",0.33,69,"SUBJ",24,NA,15.28065,NA
424,"condition1",4,"SUBJ",NA,"match","31","SUBJ","exposure",0.23,93,"SUBJ",25,NA,15.28065,NA
424,"condition1",4,"SUBJ",NA,"match","131","UNGRAM","exposure",0.23,166,"SUBJ",26,NA,15.28065,NA
424,"condition1",4,"SUBJ",NA,"match","110","FILL","exposure",0.93,145,"SUBJ",27,NA,15.28065,NA
424,"condition1",4,"SUBJ",NA,"match","1","SUBJ","exposure",0.2,3,"SUBJ",28,NA,15.28065,NA
424,"condition1",5,"SUBJ",NA,"match","109","FILL","exposure",0.86,144,"SUBJ",29,NA,15.28065,NA
424,"condition1",5,"SUBJ",NA,"match","25","SUBJ","exposure",0.27,75,"SUBJ",30,NA,15.28065,NA
424,"condition1",5,"SUBJ",NA,"match","28","SUBJ","exposure",0.23,84,"SUBJ",31,NA,15.28065,NA
424,"condition1",5,"SUBJ",NA,"match","117","UNGRAM","exposure",0.22,152,"SUBJ",32,NA,15.28065,NA
424,"condition1",6,"SUBJ",NA,"match","14","SUBJ","exposure",0.23,42,"SUBJ",33,NA,15.28065,NA
424,"condition1",6,"SUBJ",NA,"match","102","FILL","exposure",0.97,137,"SUBJ",34,NA,15.28065,NA
424,"condition1",6,"SUBJ",NA,"match","9","SUBJ","exposure",0.29,27,"SUBJ",35,NA,15.28065,NA
424,"condition1",6,"SUBJ",NA,"match","121","UNGRAM","exposure",0.07,156,"SUBJ",36,NA,15.28065,NA
424,"condition1",7,"SUBJ",NA,"match","21","SUBJ","exposure",0.27,63,"SUBJ",37,NA,15.28065,NA
424,"condition1",7,"SUBJ",NA,"match","113","FILL","exposure",0.93,148,"SUBJ",38,NA,15.28065,NA
424,"condition1",7,"SUBJ",NA,"match","18","SUBJ","exposure",0.25,54,"SUBJ",39,NA,15.28065,NA
424,"condition1",7,"SUBJ",NA,"match","126","UNGRAM","exposure",0.05,161,"SUBJ",40,NA,15.28065,NA
424,"condition1",8,"SUBJ",NA,"match","4","SUBJ","exposure",0.13,12,"SUBJ",41,NA,15.28065,NA
424,"condition1",8,"SUBJ",NA,"match","130","UNGRAM","exposure",0.12,165,"SUBJ",42,NA,15.28065,NA
424,"condition1",8,"SUBJ",NA,"match","114","FILL","exposure",0.94,149,"SUBJ",43,NA,15.28065,NA
424,"condition1",8,"SUBJ",NA,"match","5","SUBJ","exposure",0.93,15,"SUBJ",44,NA,15.28065,NA
424,"condition1",9,"SUBJ",NA,"match","12","SUBJ","exposure",0.23,36,"SUBJ",45,NA,15.28065,NA
424,"condition1",9,"SUBJ",NA,"match","6","SUBJ","exposure",0.15,18,"SUBJ",46,NA,15.28065,NA
424,"condition1",9,"SUBJ",NA,"match","105","FILL","exposure",0.47,140,"SUBJ",47,NA,15.28065,NA
424,"condition1",9,"SUBJ",NA,"match","127","UNGRAM","exposure",0.09,162,"SUBJ",48,NA,15.28065,NA
424,"condition1",10,"SUBJ",NA,"match","22","SUBJ","exposure",0.31,66,"SUBJ",49,NA,15.28065,NA
424,"condition1",10,"SUBJ",NA,"match","108","FILL","exposure",0.8,143,"SUBJ",50,NA,15.28065,NA
424,"condition1",10,"SUBJ",NA,"match","128","UNGRAM","exposure",0.01,163,"SUBJ",51,NA,15.28065,NA
424,"condition1",10,"SUBJ",NA,"match","24","SUBJ","exposure",0.28,72,"SUBJ",52,NA,15.28065,NA
424,"condition1",101,"SUBJ",NA,"match","115","FILL","test",0.37,150,"SUBJ",53,NA,15.28065,NA
424,"condition1",101,"SUBJ",NA,"match","30","SUBJ","test",0.34,90,"SUBJ",54,NA,15.28065,NA
424,"condition1",101,"SUBJ",NA,"match","123","UNGRAM","test",0.01,158,"SUBJ",55,NA,15.28065,NA
424,"condition1",101,"SUBJ",NA,"match","32","SUBJ","test",0.34,96,"SUBJ",56,NA,15.28065,NA
424,"condition1",102,"SUBJ",NA,"match","120","UNGRAM","test",0.03,155,"SUBJ",57,NA,15.28065,NA
424,"condition1",102,"SUBJ",NA,"match","26","SUBJ","test",0.39,78,"SUBJ",58,NA,15.28065,NA
424,"condition1",102,"SUBJ",NA,"match","112","FILL","test",0.96,147,"SUBJ",59,NA,15.28065,NA
424,"condition1",102,"SUBJ",NA,"match","29","SUBJ","test",0.38,87,"SUBJ",60,NA,15.28065,NA
424,"condition1",103,"SUBJ",NA,"match","20","SUBJ","test",0.36,60,"SUBJ",61,NA,15.28065,NA
424,"condition1",103,"SUBJ",NA,"match","19","SUBJ","test",0.35,57,"SUBJ",62,NA,15.28065,NA
424,"condition1",103,"SUBJ",NA,"match","107","FILL","test",0.96,142,"SUBJ",63,NA,15.28065,NA
424,"condition1",103,"SUBJ",NA,"match","129","UNGRAM","test",0.03,164,"SUBJ",64,NA,15.28065,NA
355,"condition1",201,"SUBJ",NA,"mismatch","105","FILL","pre-exposure",0.78,140,"WH",1,NA,8.42986666666667,NA
355,"condition1",201,"SUBJ",NA,"mismatch","12","WH","pre-exposure",0.21,35,"WH",2,NA,8.42986666666667,NA
355,"condition1",201,"SUBJ",NA,"mismatch","126","UNGRAM","pre-exposure",0.01,161,"WH",3,NA,8.42986666666667,NA
355,"condition1",201,"SUBJ",NA,"mismatch","11","WH","pre-exposure",0.13,32,"WH",4,NA,8.42986666666667,NA
355,"condition1",202,"SUBJ",NA,"mismatch","8","WH","pre-exposure",0.19,23,"WH",5,NA,8.42986666666667,NA
355,"condition1",202,"SUBJ",NA,"mismatch","125","UNGRAM","pre-exposure",0.01,160,"WH",6,NA,8.42986666666667,NA
355,"condition1",202,"SUBJ",NA,"mismatch","10","WH","pre-exposure",0.69,29,"WH",7,NA,8.42986666666667,NA
355,"condition1",202,"SUBJ",NA,"mismatch","101","FILL","pre-exposure",0.96,136,"WH",8,NA,8.42986666666667,NA
355,"condition1",203,"SUBJ",NA,"mismatch","109","FILL","pre-exposure",0.77,144,"WH",9,NA,8.42986666666667,NA
355,"condition1",203,"SUBJ",NA,"mismatch","3","WH","pre-exposure",0.77,8,"WH",10,NA,8.42986666666667,NA
355,"condition1",203,"SUBJ",NA,"mismatch","6","WH","pre-exposure",0.25,17,"WH",11,NA,8.42986666666667,NA
355,"condition1",203,"SUBJ",NA,"mismatch","132","UNGRAM","pre-exposure",0.03,167,"WH",12,NA,8.42986666666667,NA
355,"condition1",1,"SUBJ",NA,"mismatch","1","SUBJ","exposure",0.66,3,"WH",13,NA,8.42986666666667,NA
355,"condition1",1,"SUBJ",NA,"mismatch","108","FILL","exposure",0.96,143,"WH",14,NA,8.42986666666667,NA
355,"condition1",1,"SUBJ",NA,"mismatch","122","UNGRAM","exposure",0,157,"WH",15,NA,8.42986666666667,NA
355,"condition1",1,"SUBJ",NA,"mismatch","16","SUBJ","exposure",0.02,48,"WH",16,NA,8.42986666666667,NA
355,"condition1",2,"SUBJ",NA,"mismatch","124","UNGRAM","exposure",0.03,159,"WH",17,NA,8.42986666666667,NA
355,"condition1",2,"SUBJ",NA,"mismatch","5","SUBJ","exposure",0.69,15,"WH",18,NA,8.42986666666667,NA
355,"condition1",2,"SUBJ",NA,"mismatch","7","SUBJ","exposure",0.45,21,"WH",19,NA,8.42986666666667,NA
355,"condition1",2,"SUBJ",NA,"mismatch","107","FILL","exposure",0.94,142,"WH",20,NA,8.42986666666667,NA
355,"condition1",3,"SUBJ",NA,"mismatch","23","SUBJ","exposure",0.76,69,"WH",21,NA,8.42986666666667,NA
355,"condition1",3,"SUBJ",NA,"mismatch","116","FILL","exposure",0.88,151,"WH",22,NA,8.42986666666667,NA
355,"condition1",3,"SUBJ",NA,"mismatch","131","UNGRAM","exposure",0.03,166,"WH",23,NA,8.42986666666667,NA
355,"condition1",3,"SUBJ",NA,"mismatch","24","SUBJ","exposure",0.03,72,"WH",24,NA,8.42986666666667,NA
355,"condition1",4,"SUBJ",NA,"mismatch","28","SUBJ","exposure",0.74,84,"WH",25,NA,8.42986666666667,NA
355,"condition1",4,"SUBJ",NA,"mismatch","112","FILL","exposure",1,147,"WH",26,NA,8.42986666666667,NA
355,"condition1",4,"SUBJ",NA,"mismatch","129","UNGRAM","exposure",0.03,164,"WH",27,NA,8.42986666666667,NA
355,"condition1",4,"SUBJ",NA,"mismatch","26","SUBJ","exposure",0.62,78,"WH",28,NA,8.42986666666667,NA
355,"condition1",5,"SUBJ",NA,"mismatch","113","FILL","exposure",0.89,148,"WH",29,NA,8.42986666666667,NA
355,"condition1",5,"SUBJ",NA,"mismatch","4","SUBJ","exposure",0.7,12,"WH",30,NA,8.42986666666667,NA
355,"condition1",5,"SUBJ",NA,"mismatch","117","UNGRAM","exposure",0.01,152,"WH",31,NA,8.42986666666667,NA
355,"condition1",5,"SUBJ",NA,"mismatch","14","SUBJ","exposure",0.68,42,"WH",32,NA,8.42986666666667,NA
355,"condition1",6,"SUBJ",NA,"mismatch","114","FILL","exposure",0.91,149,"WH",33,NA,8.42986666666667,NA
355,"condition1",6,"SUBJ",NA,"mismatch","13","SUBJ","exposure",0.14,39,"WH",34,NA,8.42986666666667,NA
355,"condition1",6,"SUBJ",NA,"mismatch","27","SUBJ","exposure",0.8,81,"WH",35,NA,8.42986666666667,NA
355,"condition1",6,"SUBJ",NA,"mismatch","130","UNGRAM","exposure",0.03,165,"WH",36,NA,8.42986666666667,NA
355,"condition1",7,"SUBJ",NA,"mismatch","9","SUBJ","exposure",0.71,27,"WH",37,NA,8.42986666666667,NA
355,"condition1",7,"SUBJ",NA,"mismatch","103","FILL","exposure",0.98,138,"WH",38,NA,8.42986666666667,NA
355,"condition1",7,"SUBJ",NA,"mismatch","20","SUBJ","exposure",0.76,60,"WH",39,NA,8.42986666666667,NA
355,"condition1",7,"SUBJ",NA,"mismatch","118","UNGRAM","exposure",0.04,153,"WH",40,NA,8.42986666666667,NA
355,"condition1",8,"SUBJ",NA,"mismatch","119","UNGRAM","exposure",0.04,154,"WH",41,NA,8.42986666666667,NA
355,"condition1",8,"SUBJ",NA,"mismatch","2","SUBJ","exposure",0.78,6,"WH",42,NA,8.42986666666667,NA
355,"condition1",8,"SUBJ",NA,"mismatch","104","FILL","exposure",0.97,139,"WH",43,NA,8.42986666666667,NA
355,"condition1",8,"SUBJ",NA,"mismatch","21","SUBJ","exposure",0.75,63,"WH",44,NA,8.42986666666667,NA
355,"condition1",9,"SUBJ",NA,"mismatch","110","FILL","exposure",0.99,145,"WH",45,NA,8.42986666666667,NA
355,"condition1",9,"SUBJ",NA,"mismatch","22","SUBJ","exposure",0.87,66,"WH",46,NA,8.42986666666667,NA
355,"condition1",9,"SUBJ",NA,"mismatch","29","SUBJ","exposure",0.74,87,"WH",47,NA,8.42986666666667,NA
355,"condition1",9,"SUBJ",NA,"mismatch","121","UNGRAM","exposure",0.04,156,"WH",48,NA,8.42986666666667,NA
355,"condition1",10,"SUBJ",NA,"mismatch","30","SUBJ","exposure",0.17,90,"WH",49,NA,8.42986666666667,NA
355,"condition1",10,"SUBJ",NA,"mismatch","120","UNGRAM","exposure",0,155,"WH",50,NA,8.42986666666667,NA
355,"condition1",10,"SUBJ",NA,"mismatch","111","FILL","exposure",0.9,146,"WH",51,NA,8.42986666666667,NA
355,"condition1",10,"SUBJ",NA,"mismatch","31","SUBJ","exposure",0.19,93,"WH",52,NA,8.42986666666667,NA
355,"condition1",101,"SUBJ",NA,"mismatch","32","WH","test",0.68,95,"WH",53,NA,8.42986666666667,NA
355,"condition1",101,"SUBJ",NA,"mismatch","25","WH","test",0.63,74,"WH",54,NA,8.42986666666667,NA
355,"condition1",101,"SUBJ",NA,"mismatch","115","FILL","test",0.87,150,"WH",55,NA,8.42986666666667,NA
355,"condition1",101,"SUBJ",NA,"mismatch","127","UNGRAM","test",0.02,162,"WH",56,NA,8.42986666666667,NA
355,"condition1",102,"SUBJ",NA,"mismatch","18","WH","test",0.85,53,"WH",57,NA,8.42986666666667,NA
355,"condition1",102,"SUBJ",NA,"mismatch","123","UNGRAM","test",0.06,158,"WH",58,NA,8.42986666666667,NA
355,"condition1",102,"SUBJ",NA,"mismatch","102","FILL","test",0.98,137,"WH",59,NA,8.42986666666667,NA
355,"condition1",102,"SUBJ",NA,"mismatch","19","WH","test",0.68,56,"WH",60,NA,8.42986666666667,NA
355,"condition1",103,"SUBJ",NA,"mismatch","15","WH","test",0.2,44,"WH",61,NA,8.42986666666667,NA
355,"condition1",103,"SUBJ",NA,"mismatch","106","FILL","test",0.95,141,"WH",62,NA,8.42986666666667,NA
355,"condition1",103,"SUBJ",NA,"mismatch","17","WH","test",0.42,50,"WH",63,NA,8.42986666666667,NA
355,"condition1",103,"SUBJ",NA,"mismatch","128","UNGRAM","test",0,163,"WH",64,NA,8.42986666666667,NA
284,"condition1",201,"WH",NA,"match","104","FILL","pre-exposure",0.72,139,"WH",1,NA,16.0764333333333,NA
284,"condition1",201,"WH",NA,"match","13","WH","pre-exposure",0.11,38,"WH",2,NA,16.0764333333333,NA
284,"condition1",201,"WH",NA,"match","127","UNGRAM","pre-exposure",0.08,162,"WH",3,NA,16.0764333333333,NA
284,"condition1",201,"WH",NA,"match","18","WH","pre-exposure",0.13,53,"WH",4,NA,16.0764333333333,NA
284,"condition1",202,"WH",NA,"match","103","FILL","pre-exposure",0.8,138,"WH",5,NA,16.0764333333333,NA
284,"condition1",202,"WH",NA,"match","12","WH","pre-exposure",0.71,35,"WH",6,NA,16.0764333333333,NA
284,"condition1",202,"WH",NA,"match","125","UNGRAM","pre-exposure",0.14,160,"WH",7,NA,16.0764333333333,NA
284,"condition1",202,"WH",NA,"match","9","WH","pre-exposure",0.75,26,"WH",8,NA,16.0764333333333,NA
284,"condition1",203,"WH",NA,"match","117","UNGRAM","pre-exposure",0.12,152,"WH",9,NA,16.0764333333333,NA
284,"condition1",203,"WH",NA,"match","107","FILL","pre-exposure",0.75,142,"WH",10,NA,16.0764333333333,NA
284,"condition1",203,"WH",NA,"match","2","WH","pre-exposure",0.83,5,"WH",11,NA,16.0764333333333,NA
284,"condition1",203,"WH",NA,"match","6","WH","pre-exposure",0.83,17,"WH",12,NA,16.0764333333333,NA
284,"condition1",1,"WH",NA,"match","30","WH","exposure",0.74,89,"WH",13,NA,16.0764333333333,NA
284,"condition1",1,"WH",NA,"match","29","WH","exposure",0.77,86,"WH",14,NA,16.0764333333333,NA
284,"condition1",1,"WH",NA,"match","101","FILL","exposure",0.81,136,"WH",15,NA,16.0764333333333,NA
284,"condition1",1,"WH",NA,"match","124","UNGRAM","exposure",0.17,159,"WH",16,NA,16.0764333333333,NA
284,"condition1",2,"WH",NA,"match","102","FILL","exposure",0.77,137,"WH",17,NA,16.0764333333333,NA
284,"condition1",2,"WH",NA,"match","4","WH","exposure",0.83,11,"WH",18,NA,16.0764333333333,NA
284,"condition1",2,"WH",NA,"match","31","WH","exposure",0.76,92,"WH",19,NA,16.0764333333333,NA
284,"condition1",2,"WH",NA,"match","119","UNGRAM","exposure",0.79,154,"WH",20,NA,16.0764333333333,NA
284,"condition1",3,"WH",NA,"match","1","WH","exposure",0.8,2,"WH",21,NA,16.0764333333333,NA
284,"condition1",3,"WH",NA,"match","23","WH","exposure",0.81,68,"WH",22,NA,16.0764333333333,NA
284,"condition1",3,"WH",NA,"match","120","UNGRAM","exposure",0.03,155,"WH",23,NA,16.0764333333333,NA
284,"condition1",3,"WH",NA,"match","112","FILL","exposure",0.74,147,"WH",24,NA,16.0764333333333,NA
284,"condition1",4,"WH",NA,"match","131","UNGRAM","exposure",0.05,166,"WH",25,NA,16.0764333333333,NA
284,"condition1",4,"WH",NA,"match","116","FILL","exposure",0.79,151,"WH",26,NA,16.0764333333333,NA
284,"condition1",4,"WH",NA,"match","28","WH","exposure",0.88,83,"WH",27,NA,16.0764333333333,NA
284,"condition1",4,"WH",NA,"match","3","WH","exposure",0.84,8,"WH",28,NA,16.0764333333333,NA
284,"condition1",5,"WH",NA,"match","132","UNGRAM","exposure",0.11,167,"WH",29,NA,16.0764333333333,NA
284,"condition1",5,"WH",NA,"match","17","WH","exposure",0.77,50,"WH",30,NA,16.0764333333333,NA
284,"condition1",5,"WH",NA,"match","14","WH","exposure",0.81,41,"WH",31,NA,16.0764333333333,NA
284,"condition1",5,"WH",NA,"match","106","FILL","exposure",0.8,141,"WH",32,NA,16.0764333333333,NA
284,"condition1",6,"WH",NA,"match","114","FILL","exposure",0.79,149,"WH",33,NA,16.0764333333333,NA
284,"condition1",6,"WH",NA,"match","10","WH","exposure",0.78,29,"WH",34,NA,16.0764333333333,NA
284,"condition1",6,"WH",NA,"match","24","WH","exposure",0.83,71,"WH",35,NA,16.0764333333333,NA
284,"condition1",6,"WH",NA,"match","130","UNGRAM","exposure",0.02,165,"WH",36,NA,16.0764333333333,NA
284,"condition1",7,"WH",NA,"match","118","UNGRAM","exposure",0.08,153,"WH",37,NA,16.0764333333333,NA
284,"condition1",7,"WH",NA,"match","11","WH","exposure",0.83,32,"WH",38,NA,16.0764333333333,NA
284,"condition1",7,"WH",NA,"match","8","WH","exposure",0.91,23,"WH",39,NA,16.0764333333333,NA
284,"condition1",7,"WH",NA,"match","105","FILL","exposure",0.85,140,"WH",40,NA,16.0764333333333,NA
284,"condition1",8,"WH",NA,"match","111","FILL","exposure",0.82,146,"WH",41,NA,16.0764333333333,NA
284,"condition1",8,"WH",NA,"match","128","UNGRAM","exposure",0.09,163,"WH",42,NA,16.0764333333333,NA
284,"condition1",8,"WH",NA,"match","15","WH","exposure",0.79,44,"WH",43,NA,16.0764333333333,NA
284,"condition1",8,"WH",NA,"match","5","WH","exposure",0.8,14,"WH",44,NA,16.0764333333333,NA
284,"condition1",9,"WH",NA,"match","108","FILL","exposure",0.81,143,"WH",45,NA,16.0764333333333,NA
284,"condition1",9,"WH",NA,"match","122","UNGRAM","exposure",0.03,157,"WH",46,NA,16.0764333333333,NA
284,"condition1",9,"WH",NA,"match","16","WH","exposure",0.87,47,"WH",47,NA,16.0764333333333,NA
284,"condition1",9,"WH",NA,"match","22","WH","exposure",0.81,65,"WH",48,NA,16.0764333333333,NA
284,"condition1",10,"WH",NA,"match","7","WH","exposure",0.8,20,"WH",49,NA,16.0764333333333,NA
284,"condition1",10,"WH",NA,"match","20","WH","exposure",0.81,59,"WH",50,NA,16.0764333333333,NA
284,"condition1",10,"WH",NA,"match","115","FILL","exposure",0.87,150,"WH",51,NA,16.0764333333333,NA
284,"condition1",10,"WH",NA,"match","126","UNGRAM","exposure",0.08,161,"WH",52,NA,16.0764333333333,NA
284,"condition1",101,"WH",NA,"match","27","WH","test",0.84,80,"WH",53,NA,16.0764333333333,NA
284,"condition1",101,"WH",NA,"match","109","FILL","test",0.81,144,"WH",54,NA,16.0764333333333,NA
284,"condition1",101,"WH",NA,"match","121","UNGRAM","test",0.12,156,"WH",55,NA,16.0764333333333,NA
284,"condition1",101,"WH",NA,"match","32","WH","test",0.87,95,"WH",56,NA,16.0764333333333,NA
284,"condition1",102,"WH",NA,"match","113","FILL","test",0.8,148,"WH",57,NA,16.0764333333333,NA
284,"condition1",102,"WH",NA,"match","25","WH","test",0.89,74,"WH",58,NA,16.0764333333333,NA
284,"condition1",102,"WH",NA,"match","123","UNGRAM","test",0.01,158,"WH",59,NA,16.0764333333333,NA
284,"condition1",102,"WH",NA,"match","26","WH","test",0.78,77,"WH",60,NA,16.0764333333333,NA
284,"condition1",103,"WH",NA,"match","19","WH","test",0.8,56,"WH",61,NA,16.0764333333333,NA
284,"condition1",103,"WH",NA,"match","129","UNGRAM","test",0.09,164,"WH",62,NA,16.0764333333333,NA
284,"condition1",103,"WH",NA,"match","21","WH","test",0.85,62,"WH",63,NA,16.0764333333333,NA
284,"condition1",103,"WH",NA,"match","110","FILL","test",0.87,145,"WH",64,NA,16.0764333333333,NA
317,"condition1",201,"WH",NA,"match","13","WH","pre-exposure",0.99,38,"WH",1,NA,19.2959166666667,NA
317,"condition1",201,"WH",NA,"match","103","FILL","pre-exposure",0.97,138,"WH",2,NA,19.2959166666667,NA
317,"condition1",201,"WH",NA,"match","127","UNGRAM","pre-exposure",0.03,162,"WH",3,NA,19.2959166666667,NA
317,"condition1",201,"WH",NA,"match","12","WH","pre-exposure",1,35,"WH",4,NA,19.2959166666667,NA
317,"condition1",202,"WH",NA,"match","101","FILL","pre-exposure",0.99,136,"WH",5,NA,19.2959166666667,NA
317,"condition1",202,"WH",NA,"match","119","UNGRAM","pre-exposure",0.01,154,"WH",6,NA,19.2959166666667,NA
317,"condition1",202,"WH",NA,"match","10","WH","pre-exposure",0.81,29,"WH",7,NA,19.2959166666667,NA
317,"condition1",202,"WH",NA,"match","8","WH","pre-exposure",0.99,23,"WH",8,NA,19.2959166666667,NA
317,"condition1",203,"WH",NA,"match","5","WH","pre-exposure",0.99,14,"WH",9,NA,19.2959166666667,NA
317,"condition1",203,"WH",NA,"match","109","FILL","pre-exposure",0.99,144,"WH",10,NA,19.2959166666667,NA
317,"condition1",203,"WH",NA,"match","126","UNGRAM","pre-exposure",0.02,161,"WH",11,NA,19.2959166666667,NA
317,"condition1",203,"WH",NA,"match","6","WH","pre-exposure",0.99,17,"WH",12,NA,19.2959166666667,NA
317,"condition1",1,"WH",NA,"match","11","WH","exposure",0.99,32,"WH",13,NA,19.2959166666667,NA
317,"condition1",1,"WH",NA,"match","121","UNGRAM","exposure",0.01,156,"WH",14,NA,19.2959166666667,NA
317,"condition1",1,"WH",NA,"match","112","FILL","exposure",0.97,147,"WH",15,NA,19.2959166666667,NA
317,"condition1",1,"WH",NA,"match","31","WH","exposure",0.97,92,"WH",16,NA,19.2959166666667,NA
317,"condition1",2,"WH",NA,"match","128","UNGRAM","exposure",0.01,163,"WH",17,NA,19.2959166666667,NA
317,"condition1",2,"WH",NA,"match","3","WH","exposure",0.98,8,"WH",18,NA,19.2959166666667,NA
317,"condition1",2,"WH",NA,"match","30","WH","exposure",0.96,89,"WH",19,NA,19.2959166666667,NA
317,"condition1",2,"WH",NA,"match","106","FILL","exposure",0.97,141,"WH",20,NA,19.2959166666667,NA
317,"condition1",3,"WH",NA,"match","28","WH","exposure",0.95,83,"WH",21,NA,19.2959166666667,NA
317,"condition1",3,"WH",NA,"match","1","WH","exposure",0.98,2,"WH",22,NA,19.2959166666667,NA
317,"condition1",3,"WH",NA,"match","118","UNGRAM","exposure",0.02,153,"WH",23,NA,19.2959166666667,NA
317,"condition1",3,"WH",NA,"match","102","FILL","exposure",1,137,"WH",24,NA,19.2959166666667,NA
317,"condition1",4,"WH",NA,"match","104","FILL","exposure",0.99,139,"WH",25,NA,19.2959166666667,NA
317,"condition1",4,"WH",NA,"match","132","UNGRAM","exposure",0.03,167,"WH",26,NA,19.2959166666667,NA
317,"condition1",4,"WH",NA,"match","29","WH","exposure",0.93,86,"WH",27,NA,19.2959166666667,NA
317,"condition1",4,"WH",NA,"match","21","WH","exposure",0.99,62,"WH",28,NA,19.2959166666667,NA
317,"condition1",5,"WH",NA,"match","4","WH","exposure",0.96,11,"WH",29,NA,19.2959166666667,NA
317,"condition1",5,"WH",NA,"match","122","UNGRAM","exposure",0.01,157,"WH",30,NA,19.2959166666667,NA
317,"condition1",5,"WH",NA,"match","2","WH","exposure",0.99,5,"WH",31,NA,19.2959166666667,NA
317,"condition1",5,"WH",NA,"match","113","FILL","exposure",0.97,148,"WH",32,NA,19.2959166666667,NA
317,"condition1",6,"WH",NA,"match","114","FILL","exposure",0.98,149,"WH",33,NA,19.2959166666667,NA
317,"condition1",6,"WH",NA,"match","7","WH","exposure",0.99,20,"WH",34,NA,19.2959166666667,NA
317,"condition1",6,"WH",NA,"match","130","UNGRAM","exposure",0.03,165,"WH",35,NA,19.2959166666667,NA
317,"condition1",6,"WH",NA,"match","15","WH","exposure",0.98,44,"WH",36,NA,19.2959166666667,NA
317,"condition1",7,"WH",NA,"match","129","UNGRAM","exposure",0.02,164,"WH",37,NA,19.2959166666667,NA
317,"condition1",7,"WH",NA,"match","17","WH","exposure",0.99,50,"WH",38,NA,19.2959166666667,NA
317,"condition1",7,"WH",NA,"match","24","WH","exposure",0.99,71,"WH",39,NA,19.2959166666667,NA
317,"condition1",7,"WH",NA,"match","110","FILL","exposure",0.98,145,"WH",40,NA,19.2959166666667,NA
317,"condition1",8,"WH",NA,"match","108","FILL","exposure",0.97,143,"WH",41,NA,19.2959166666667,NA
317,"condition1",8,"WH",NA,"match","125","UNGRAM","exposure",0.01,160,"WH",42,NA,19.2959166666667,NA
317,"condition1",8,"WH",NA,"match","26","WH","exposure",0.99,77,"WH",43,NA,19.2959166666667,NA
317,"condition1",8,"WH",NA,"match","25","WH","exposure",0.99,74,"WH",44,NA,19.2959166666667,NA
317,"condition1",9,"WH",NA,"match","115","FILL","exposure",1,150,"WH",45,NA,19.2959166666667,NA
