"workerid","proliferate.condition","block_sequence","exposure_condition","first_response_value","group","item_number","item_type","phase","response","sentence_id","test_condition","trial_sequence_total","wrong_attempts","time_in_minutes","error","phase2"
462,"condition1",1,"SUBJ",NA,"mismatch","110","FILL","exposure",0.98,190,"WH",3,NA,11.7405,NA,"pre-exposure"
462,"condition1",1,"SUBJ",NA,"mismatch","13","SUBJ","exposure",0.01,51,"WH",4,NA,11.7405,NA,"pre-exposure"
462,"condition1",2,"SUBJ",NA,"mismatch","24","SUBJ","exposure",0,95,"WH",5,NA,11.7405,NA,"pre-exposure"
462,"condition1",2,"SUBJ",NA,"mismatch","117","UNGRAM","exposure",0.02,197,"WH",6,NA,11.7405,NA,"pre-exposure"
462,"condition1",2,"SUBJ",NA,"mismatch","112","FILL","exposure",0.98,192,"WH",7,NA,11.7405,NA,"exposure"
462,"condition1",2,"SUBJ",NA,"mismatch","23","SUBJ","exposure",0.26,91,"WH",8,NA,11.7405,NA,"exposure"
462,"condition1",3,"SUBJ",NA,"mismatch","126","UNGRAM","exposure",0.02,206,"WH",9,NA,11.7405,NA,"exposure"
462,"condition1",3,"SUBJ",NA,"mismatch","10","SUBJ","exposure",0.06,39,"WH",10,NA,11.7405,NA,"exposure"
462,"condition1",3,"SUBJ",NA,"mismatch","16","SUBJ","exposure",0.07,63,"WH",11,NA,11.7405,NA,"exposure"
462,"condition1",3,"SUBJ",NA,"mismatch","113","FILL","exposure",0.58,193,"WH",12,NA,11.7405,NA,"exposure"
462,"condition1",4,"SUBJ",NA,"mismatch","125","UNGRAM","exposure",0.03,205,"WH",13,NA,11.7405,NA,"exposure"
462,"condition1",4,"SUBJ",NA,"mismatch","103","FILL","exposure",0.97,183,"WH",14,NA,11.7405,NA,"exposure"
462,"condition1",4,"SUBJ",NA,"mismatch","6","SUBJ","exposure",0,23,"WH",15,NA,11.7405,NA,"exposure"
462,"condition1",4,"SUBJ",NA,"mismatch","25","SUBJ","exposure",0.01,99,"WH",16,NA,11.7405,NA,"exposure"
462,"condition1",5,"SUBJ",NA,"mismatch","105","FILL","exposure",0.97,185,"WH",17,NA,11.7405,NA,"exposure"
462,"condition1",5,"SUBJ",NA,"mismatch","122","UNGRAM","exposure",0,202,"WH",18,NA,11.7405,NA,"exposure"
462,"condition1",5,"SUBJ",NA,"mismatch","8","SUBJ","exposure",0.02,31,"WH",19,NA,11.7405,NA,"exposure"
462,"condition1",5,"SUBJ",NA,"mismatch","1","SUBJ","exposure",0.02,3,"WH",20,NA,11.7405,NA,"exposure"
462,"condition1",6,"SUBJ",NA,"mismatch","20","SUBJ","exposure",0.34,79,"WH",21,NA,11.7405,NA,"exposure"
462,"condition1",6,"SUBJ",NA,"mismatch","15","SUBJ","exposure",0.15,59,"WH",22,NA,11.7405,NA,"exposure"
462,"condition1",6,"SUBJ",NA,"mismatch","127","UNGRAM","exposure",0,207,"WH",23,NA,11.7405,NA,"exposure"
462,"condition1",6,"SUBJ",NA,"mismatch","104","FILL","exposure",0.98,184,"WH",24,NA,11.7405,NA,"exposure"
462,"condition1",7,"SUBJ",NA,"mismatch","111","FILL","exposure",1,191,"WH",25,NA,11.7405,NA,"exposure"
462,"condition1",7,"SUBJ",NA,"mismatch","22","SUBJ","exposure",0.29,87,"WH",26,NA,11.7405,NA,"exposure"
462,"condition1",7,"SUBJ",NA,"mismatch","128","UNGRAM","exposure",0.03,208,"WH",27,NA,11.7405,NA,"exposure"
462,"condition1",7,"SUBJ",NA,"mismatch","18","SUBJ","exposure",0.04,71,"WH",28,NA,11.7405,NA,"exposure"
462,"condition1",8,"SUBJ",NA,"mismatch","4","SUBJ","exposure",0.02,15,"WH",29,NA,11.7405,NA,"exposure"
462,"condition1",8,"SUBJ",NA,"mismatch","19","SUBJ","exposure",0.05,75,"WH",30,NA,11.7405,NA,"exposure"
462,"condition1",8,"SUBJ",NA,"mismatch","101","FILL","exposure",0.98,181,"WH",31,NA,11.7405,NA,"exposure"
462,"condition1",8,"SUBJ",NA,"mismatch","124","UNGRAM","exposure",0,204,"WH",32,NA,11.7405,NA,"exposure"
462,"condition1",9,"SUBJ",NA,"mismatch","129","UNGRAM","exposure",0.02,209,"WH",33,NA,11.7405,NA,"exposure"
462,"condition1",9,"SUBJ",NA,"mismatch","12","SUBJ","exposure",0.77,47,"WH",34,NA,11.7405,NA,"exposure"
462,"condition1",9,"SUBJ",NA,"mismatch","109","FILL","exposure",0.99,189,"WH",35,NA,11.7405,NA,"exposure"
462,"condition1",9,"SUBJ",NA,"mismatch","2","SUBJ","exposure",0.69,7,"WH",36,NA,11.7405,NA,"exposure"
462,"condition1",10,"SUBJ",NA,"mismatch","102","FILL","exposure",0.98,182,"WH",37,NA,11.7405,NA,"exposure"
462,"condition1",10,"SUBJ",NA,"mismatch","123","UNGRAM","exposure",0,203,"WH",38,NA,11.7405,NA,"exposure"
462,"condition1",10,"SUBJ",NA,"mismatch","21","SUBJ","exposure",0.5,83,"WH",39,NA,11.7405,NA,"exposure"
462,"condition1",10,"SUBJ",NA,"mismatch","14","SUBJ","exposure",0.88,55,"WH",40,NA,11.7405,NA,"exposure"
462,"condition1",101,"SUBJ",NA,"mismatch","26","WH","test",0.77,102,"WH",41,NA,11.7405,NA,"test"
462,"condition1",101,"SUBJ",NA,"mismatch","119","UNGRAM","test",0,199,"WH",42,NA,11.7405,NA,"test"
462,"condition1",101,"SUBJ",NA,"mismatch","17","WH","test",0.52,66,"WH",43,NA,11.7405,NA,"test"
462,"condition1",101,"SUBJ",NA,"mismatch","106","FILL","test",0.98,186,"WH",44,NA,11.7405,NA,"test"
462,"condition1",102,"SUBJ",NA,"mismatch","7","WH","test",0.21,26,"WH",45,NA,11.7405,NA,"test"
462,"condition1",102,"SUBJ",NA,"mismatch","11","WH","test",0.87,42,"WH",46,NA,11.7405,NA,"test"
462,"condition1",102,"SUBJ",NA,"mismatch","120","UNGRAM","test",0.02,200,"WH",47,NA,11.7405,NA,"test"
462,"condition1",102,"SUBJ",NA,"mismatch","107","FILL","test",0.99,187,"WH",48,NA,11.7405,NA,"test"
462,"condition1",103,"SUBJ",NA,"mismatch","5","WH","test",0.66,18,"WH",49,NA,11.7405,NA,"test"
462,"condition1",103,"SUBJ",NA,"mismatch","108","FILL","test",0.99,188,"WH",50,NA,11.7405,NA,"test"
462,"condition1",103,"SUBJ",NA,"mismatch","121","UNGRAM","test",0.01,201,"WH",51,NA,11.7405,NA,"test"
462,"condition1",103,"SUBJ",NA,"mismatch","3","WH","test",0.96,10,"WH",52,NA,11.7405,NA,"test"
465,"condition1",1,"POLAR",NA,"control","16","POLAR","exposure",0.99,64,"SUBJ",1,NA,11.26618333,NA,"pre-exposure"
465,"condition1",1,"POLAR",NA,"control","124","UNGRAM","exposure",0.03,204,"SUBJ",2,NA,11.26618333,NA,"pre-exposure"
465,"condition1",1,"POLAR",NA,"control","3","POLAR","exposure",0.98,12,"SUBJ",3,NA,11.26618333,NA,"pre-exposure"
465,"condition1",1,"POLAR",NA,"control","104","FILL","exposure",0.92,184,"SUBJ",4,NA,11.26618333,NA,"pre-exposure"
465,"condition1",2,"POLAR",NA,"control","24","POLAR","exposure",0.99,96,"SUBJ",5,NA,11.26618333,NA,"pre-exposure"
465,"condition1",2,"POLAR",NA,"control","7","POLAR","exposure",0.93,28,"SUBJ",6,NA,11.26618333,NA,"pre-exposure"
465,"condition1",2,"POLAR",NA,"control","117","UNGRAM","exposure",0,197,"SUBJ",7,NA,11.26618333,NA,"exposure"
465,"condition1",2,"POLAR",NA,"control","110","FILL","exposure",0.98,190,"SUBJ",8,NA,11.26618333,NA,"exposure"
465,"condition1",3,"POLAR",NA,"control","8","POLAR","exposure",0.97,32,"SUBJ",9,NA,11.26618333,NA,"exposure"
465,"condition1",3,"POLAR",NA,"control","108","FILL","exposure",0.9,188,"SUBJ",10,NA,11.26618333,NA,"exposure"
465,"condition1",3,"POLAR",NA,"control","15","POLAR","exposure",0.97,60,"SUBJ",11,NA,11.26618333,NA,"exposure"
465,"condition1",3,"POLAR",NA,"control","128","UNGRAM","exposure",0,208,"SUBJ",12,NA,11.26618333,NA,"exposure"
465,"condition1",4,"POLAR",NA,"control","118","UNGRAM","exposure",0.02,198,"SUBJ",13,NA,11.26618333,NA,"exposure"
465,"condition1",4,"POLAR",NA,"control","19","POLAR","exposure",0.94,76,"SUBJ",14,NA,11.26618333,NA,"exposure"
465,"condition1",4,"POLAR",NA,"control","111","FILL","exposure",0.33,191,"SUBJ",15,NA,11.26618333,NA,"exposure"
465,"condition1",4,"POLAR",NA,"control","2","POLAR","exposure",1,8,"SUBJ",16,NA,11.26618333,NA,"exposure"
465,"condition1",5,"POLAR",NA,"control","122","UNGRAM","exposure",0.07,202,"SUBJ",17,NA,11.26618333,NA,"exposure"
465,"condition1",5,"POLAR",NA,"control","102","FILL","exposure",0.99,182,"SUBJ",18,NA,11.26618333,NA,"exposure"
465,"condition1",5,"POLAR",NA,"control","22","POLAR","exposure",0.98,88,"SUBJ",19,NA,11.26618333,NA,"exposure"
465,"condition1",5,"POLAR",NA,"control","18","POLAR","exposure",0.98,72,"SUBJ",20,NA,11.26618333,NA,"exposure"
465,"condition1",6,"POLAR",NA,"control","1","POLAR","exposure",0.99,4,"SUBJ",21,NA,11.26618333,NA,"exposure"
465,"condition1",6,"POLAR",NA,"control","106","FILL","exposure",0.98,186,"SUBJ",22,NA,11.26618333,NA,"exposure"
465,"condition1",6,"POLAR",NA,"control","126","UNGRAM","exposure",0.01,206,"SUBJ",23,NA,11.26618333,NA,"exposure"
465,"condition1",6,"POLAR",NA,"control","23","POLAR","exposure",0.97,92,"SUBJ",24,NA,11.26618333,NA,"exposure"
465,"condition1",7,"POLAR",NA,"control","109","FILL","exposure",0.97,189,"SUBJ",25,NA,11.26618333,NA,"exposure"
465,"condition1",7,"POLAR",NA,"control","21","POLAR","exposure",0.98,84,"SUBJ",26,NA,11.26618333,NA,"exposure"
465,"condition1",7,"POLAR",NA,"control","13","POLAR","exposure",0.99,52,"SUBJ",27,NA,11.26618333,NA,"exposure"
465,"condition1",7,"POLAR",NA,"control","129","UNGRAM","exposure",0.01,209,"SUBJ",28,NA,11.26618333,NA,"exposure"
465,"condition1",8,"POLAR",NA,"control","105","FILL","exposure",0.99,185,"SUBJ",29,NA,11.26618333,NA,"exposure"
465,"condition1",8,"POLAR",NA,"control","120","UNGRAM","exposure",0.01,200,"SUBJ",30,NA,11.26618333,NA,"exposure"
465,"condition1",8,"POLAR",NA,"control","25","POLAR","exposure",0.99,100,"SUBJ",31,NA,11.26618333,NA,"exposure"
465,"condition1",8,"POLAR",NA,"control","14","POLAR","exposure",0.99,56,"SUBJ",32,NA,11.26618333,NA,"exposure"
465,"condition1",9,"POLAR",NA,"control","17","POLAR","exposure",0.97,68,"SUBJ",33,NA,11.26618333,NA,"exposure"
465,"condition1",9,"POLAR",NA,"control","9","POLAR","exposure",0.93,36,"SUBJ",34,NA,11.26618333,NA,"exposure"
465,"condition1",9,"POLAR",NA,"control","112","FILL","exposure",1,192,"SUBJ",35,NA,11.26618333,NA,"exposure"
465,"condition1",9,"POLAR",NA,"control","123","UNGRAM","exposure",0.02,203,"SUBJ",36,NA,11.26618333,NA,"exposure"
465,"condition1",10,"POLAR",NA,"control","113","FILL","exposure",0.98,193,"SUBJ",37,NA,11.26618333,NA,"exposure"
465,"condition1",10,"POLAR",NA,"control","20","POLAR","exposure",0.98,80,"SUBJ",38,NA,11.26618333,NA,"exposure"
465,"condition1",10,"POLAR",NA,"control","119","UNGRAM","exposure",0.02,199,"SUBJ",39,NA,11.26618333,NA,"exposure"
465,"condition1",10,"POLAR",NA,"control","5","POLAR","exposure",0.99,20,"SUBJ",40,NA,11.26618333,NA,"exposure"
465,"condition1",101,"POLAR",NA,"control","12","SUBJ","test",0.81,47,"SUBJ",41,NA,11.26618333,NA,"test"
465,"condition1",101,"POLAR",NA,"control","107","FILL","test",0.99,187,"SUBJ",42,NA,11.26618333,NA,"test"
465,"condition1",101,"POLAR",NA,"control","127","UNGRAM","test",0.01,207,"SUBJ",43,NA,11.26618333,NA,"test"
465,"condition1",101,"POLAR",NA,"control","26","SUBJ","test",0.88,103,"SUBJ",44,NA,11.26618333,NA,"test"
465,"condition1",102,"POLAR",NA,"control","11","SUBJ","test",0.99,43,"SUBJ",45,NA,11.26618333,NA,"test"
465,"condition1",102,"POLAR",NA,"control","10","SUBJ","test",0.98,39,"SUBJ",46,NA,11.26618333,NA,"test"
465,"condition1",102,"POLAR",NA,"control","125","UNGRAM","test",0.04,205,"SUBJ",47,NA,11.26618333,NA,"test"
465,"condition1",102,"POLAR",NA,"control","101","FILL","test",0.98,181,"SUBJ",48,NA,11.26618333,NA,"test"
465,"condition1",103,"POLAR",NA,"control","6","SUBJ","test",0.87,23,"SUBJ",49,NA,11.26618333,NA,"test"
465,"condition1",103,"POLAR",NA,"control","4","SUBJ","test",0.75,15,"SUBJ",50,NA,11.26618333,NA,"test"
465,"condition1",103,"POLAR",NA,"control","121","UNGRAM","test",0.02,201,"SUBJ",51,NA,11.26618333,NA,"test"
465,"condition1",103,"POLAR",NA,"control","103","FILL","test",0.92,183,"SUBJ",52,NA,11.26618333,NA,"test"
463,"condition1",1,"SUBJ",NA,"mismatch","109","FILL","exposure",0.98,189,"WH",1,NA,6.605583333,NA,"pre-exposure"
463,"condition1",1,"SUBJ",NA,"mismatch","120","UNGRAM","exposure",0,200,"WH",2,NA,6.605583333,NA,"pre-exposure"
463,"condition1",1,"SUBJ",NA,"mismatch","13","SUBJ","exposure",0.14,51,"WH",3,NA,6.605583333,NA,"pre-exposure"
463,"condition1",1,"SUBJ",NA,"mismatch","23","SUBJ","exposure",0.18,91,"WH",4,NA,6.605583333,NA,"pre-exposure"
463,"condition1",2,"SUBJ",NA,"mismatch","24","SUBJ","exposure",0.16,95,"WH",5,NA,6.605583333,NA,"pre-exposure"
463,"condition1",2,"SUBJ",NA,"mismatch","118","UNGRAM","exposure",0.01,198,"WH",6,NA,6.605583333,NA,"pre-exposure"
463,"condition1",2,"SUBJ",NA,"mismatch","10","SUBJ","exposure",0.13,39,"WH",7,NA,6.605583333,NA,"exposure"
463,"condition1",2,"SUBJ",NA,"mismatch","103","FILL","exposure",0.97,183,"WH",8,NA,6.605583333,NA,"exposure"
463,"condition1",3,"SUBJ",NA,"mismatch","9","SUBJ","exposure",0.06,35,"WH",9,NA,6.605583333,NA,"exposure"
463,"condition1",3,"SUBJ",NA,"mismatch","104","FILL","exposure",0.99,184,"WH",10,NA,6.605583333,NA,"exposure"
463,"condition1",3,"SUBJ",NA,"mismatch","125","UNGRAM","exposure",0,205,"WH",11,NA,6.605583333,NA,"exposure"
463,"condition1",3,"SUBJ",NA,"mismatch","5","SUBJ","exposure",0.48,19,"WH",12,NA,6.605583333,NA,"exposure"
463,"condition1",4,"SUBJ",NA,"mismatch","121","UNGRAM","exposure",0.01,201,"WH",13,NA,6.605583333,NA,"exposure"
463,"condition1",4,"SUBJ",NA,"mismatch","25","SUBJ","exposure",0.19,99,"WH",14,NA,6.605583333,NA,"exposure"
463,"condition1",4,"SUBJ",NA,"mismatch","111","FILL","exposure",0.97,191,"WH",15,NA,6.605583333,NA,"exposure"
463,"condition1",4,"SUBJ",NA,"mismatch","14","SUBJ","exposure",0.09,55,"WH",16,NA,6.605583333,NA,"exposure"
463,"condition1",5,"SUBJ",NA,"mismatch","21","SUBJ","exposure",0.26,83,"WH",17,NA,6.605583333,NA,"exposure"
463,"condition1",5,"SUBJ",NA,"mismatch","106","FILL","exposure",0.97,186,"WH",18,NA,6.605583333,NA,"exposure"
463,"condition1",5,"SUBJ",NA,"mismatch","119","UNGRAM","exposure",0.14,199,"WH",19,NA,6.605583333,NA,"exposure"
463,"condition1",5,"SUBJ",NA,"mismatch","20","SUBJ","exposure",0.55,79,"WH",20,NA,6.605583333,NA,"exposure"
463,"condition1",6,"SUBJ",NA,"mismatch","127","UNGRAM","exposure",0.07,207,"WH",21,NA,6.605583333,NA,"exposure"
463,"condition1",6,"SUBJ",NA,"mismatch","18","SUBJ","exposure",0.65,71,"WH",22,NA,6.605583333,NA,"exposure"
463,"condition1",6,"SUBJ",NA,"mismatch","112","FILL","exposure",0.97,192,"WH",23,NA,6.605583333,NA,"exposure"
463,"condition1",6,"SUBJ",NA,"mismatch","12","SUBJ","exposure",0.81,47,"WH",24,NA,6.605583333,NA,"exposure"
463,"condition1",7,"SUBJ",NA,"mismatch","6","SUBJ","exposure",0.03,23,"WH",25,NA,6.605583333,NA,"exposure"
463,"condition1",7,"SUBJ",NA,"mismatch","124","UNGRAM","exposure",0.01,204,"WH",26,NA,6.605583333,NA,"exposure"
463,"condition1",7,"SUBJ",NA,"mismatch","11","SUBJ","exposure",0.79,43,"WH",27,NA,6.605583333,NA,"exposure"
463,"condition1",7,"SUBJ",NA,"mismatch","101","FILL","exposure",0.99,181,"WH",28,NA,6.605583333,NA,"exposure"
463,"condition1",8,"SUBJ",NA,"mismatch","110","FILL","exposure",1,190,"WH",29,NA,6.605583333,NA,"exposure"
463,"condition1",8,"SUBJ",NA,"mismatch","1","SUBJ","exposure",0.92,3,"WH",30,NA,6.605583333,NA,"exposure"
463,"condition1",8,"SUBJ",NA,"mismatch","122","UNGRAM","exposure",0.01,202,"WH",31,NA,6.605583333,NA,"exposure"
463,"condition1",8,"SUBJ",NA,"mismatch","17","SUBJ","exposure",0.26,67,"WH",32,NA,6.605583333,NA,"exposure"
463,"condition1",9,"SUBJ",NA,"mismatch","4","SUBJ","exposure",0.22,15,"WH",33,NA,6.605583333,NA,"exposure"
463,"condition1",9,"SUBJ",NA,"mismatch","117","UNGRAM","exposure",0.02,197,"WH",34,NA,6.605583333,NA,"exposure"
463,"condition1",9,"SUBJ",NA,"mismatch","113","FILL","exposure",0.83,193,"WH",35,NA,6.605583333,NA,"exposure"
463,"condition1",9,"SUBJ",NA,"mismatch","16","SUBJ","exposure",0.16,63,"WH",36,NA,6.605583333,NA,"exposure"
463,"condition1",10,"SUBJ",NA,"mismatch","26","SUBJ","exposure",0.13,103,"WH",37,NA,6.605583333,NA,"exposure"
463,"condition1",10,"SUBJ",NA,"mismatch","123","UNGRAM","exposure",0.01,203,"WH",38,NA,6.605583333,NA,"exposure"
463,"condition1",10,"SUBJ",NA,"mismatch","15","SUBJ","exposure",0.24,59,"WH",39,NA,6.605583333,NA,"exposure"
463,"condition1",10,"SUBJ",NA,"mismatch","108","FILL","exposure",1,188,"WH",40,NA,6.605583333,NA,"exposure"
463,"condition1",101,"SUBJ",NA,"mismatch","19","WH","test",0.18,74,"WH",41,NA,6.605583333,NA,"test"
463,"condition1",101,"SUBJ",NA,"mismatch","129","UNGRAM","test",0.02,209,"WH",42,NA,6.605583333,NA,"test"
463,"condition1",101,"SUBJ",NA,"mismatch","22","WH","test",0.01,86,"WH",43,NA,6.605583333,NA,"test"
463,"condition1",101,"SUBJ",NA,"mismatch","107","FILL","test",0.98,187,"WH",44,NA,6.605583333,NA,"test"
463,"condition1",102,"SUBJ",NA,"mismatch","128","UNGRAM","test",0.02,208,"WH",45,NA,6.605583333,NA,"test"
463,"condition1",102,"SUBJ",NA,"mismatch","8","WH","test",0.24,30,"WH",46,NA,6.605583333,NA,"test"
463,"condition1",102,"SUBJ",NA,"mismatch","7","WH","test",0.37,26,"WH",47,NA,6.605583333,NA,"test"
463,"condition1",102,"SUBJ",NA,"mismatch","102","FILL","test",0.98,182,"WH",48,NA,6.605583333,NA,"test"
463,"condition1",103,"SUBJ",NA,"mismatch","105","FILL","test",0.98,185,"WH",49,NA,6.605583333,NA,"test"
463,"condition1",103,"SUBJ",NA,"mismatch","3","WH","test",0.54,10,"WH",50,NA,6.605583333,NA,"test"
463,"condition1",103,"SUBJ",NA,"mismatch","2","WH","test",0.61,6,"WH",51,NA,6.605583333,NA,"test"
463,"condition1",103,"SUBJ",NA,"mismatch","126","UNGRAM","test",0,206,"WH",52,NA,6.605583333,NA,"test"
467,"condition1",1,"SUBJ",NA,"mismatch","121","UNGRAM","exposure",0.01,201,"WH",1,NA,23.7333,NA,"pre-exposure"
467,"condition1",1,"SUBJ",NA,"mismatch","9","SUBJ","exposure",0.74,35,"WH",2,NA,23.7333,NA,"pre-exposure"
467,"condition1",1,"SUBJ",NA,"mismatch","113","FILL","exposure",0.91,193,"WH",3,NA,23.7333,NA,"pre-exposure"
467,"condition1",1,"SUBJ",NA,"mismatch","2","SUBJ","exposure",0.38,7,"WH",4,NA,23.7333,NA,"pre-exposure"
467,"condition1",2,"SUBJ",NA,"mismatch","10","SUBJ","exposure",0.37,39,"WH",5,NA,23.7333,NA,"pre-exposure"
467,"condition1",2,"SUBJ",NA,"mismatch","17","SUBJ","exposure",0.54,67,"WH",6,NA,23.7333,NA,"pre-exposure"
467,"condition1",2,"SUBJ",NA,"mismatch","105","FILL","exposure",0.88,185,"WH",7,NA,23.7333,NA,"exposure"
467,"condition1",2,"SUBJ",NA,"mismatch","126","UNGRAM","exposure",0.01,206,"WH",8,NA,23.7333,NA,"exposure"
467,"condition1",3,"SUBJ",NA,"mismatch","109","FILL","exposure",0.91,189,"WH",9,NA,23.7333,NA,"exposure"
467,"condition1",3,"SUBJ",NA,"mismatch","25","SUBJ","exposure",0.66,99,"WH",10,NA,23.7333,NA,"exposure"
467,"condition1",3,"SUBJ",NA,"mismatch","13","SUBJ","exposure",0.21,51,"WH",11,NA,23.7333,NA,"exposure"
467,"condition1",3,"SUBJ",NA,"mismatch","119","UNGRAM","exposure",0.01,199,"WH",12,NA,23.7333,NA,"exposure"
467,"condition1",4,"SUBJ",NA,"mismatch","118","UNGRAM","exposure",0.06,198,"WH",13,NA,23.7333,NA,"exposure"
467,"condition1",4,"SUBJ",NA,"mismatch","24","SUBJ","exposure",0.05,95,"WH",14,NA,23.7333,NA,"exposure"
467,"condition1",4,"SUBJ",NA,"mismatch","22","SUBJ","exposure",0.86,87,"WH",15,NA,23.7333,NA,"exposure"
467,"condition1",4,"SUBJ",NA,"mismatch","107","FILL","exposure",0.9,187,"WH",16,NA,23.7333,NA,"exposure"
467,"condition1",5,"SUBJ",NA,"mismatch","6","SUBJ","exposure",0.1,23,"WH",17,NA,23.7333,NA,"exposure"
467,"condition1",5,"SUBJ",NA,"mismatch","112","FILL","exposure",0.99,192,"WH",18,NA,23.7333,NA,"exposure"
467,"condition1",5,"SUBJ",NA,"mismatch","23","SUBJ","exposure",0.71,91,"WH",19,NA,23.7333,NA,"exposure"
467,"condition1",5,"SUBJ",NA,"mismatch","120","UNGRAM","exposure",0,200,"WH",20,NA,23.7333,NA,"exposure"
467,"condition1",6,"SUBJ",NA,"mismatch","21","SUBJ","exposure",0.79,83,"WH",21,NA,23.7333,NA,"exposure"
467,"condition1",6,"SUBJ",NA,"mismatch","129","UNGRAM","exposure",0.02,209,"WH",22,NA,23.7333,NA,"exposure"
467,"condition1",6,"SUBJ",NA,"mismatch","103","FILL","exposure",0.99,183,"WH",23,NA,23.7333,NA,"exposure"
467,"condition1",6,"SUBJ",NA,"mismatch","18","SUBJ","exposure",0.53,71,"WH",24,NA,23.7333,NA,"exposure"
467,"condition1",7,"SUBJ",NA,"mismatch","8","SUBJ","exposure",0.71,31,"WH",25,NA,23.7333,NA,"exposure"
467,"condition1",7,"SUBJ",NA,"mismatch","7","SUBJ","exposure",0.66,27,"WH",26,NA,23.7333,NA,"exposure"
467,"condition1",7,"SUBJ",NA,"mismatch","125","UNGRAM","exposure",0.01,205,"WH",27,NA,23.7333,NA,"exposure"
467,"condition1",7,"SUBJ",NA,"mismatch","111","FILL","exposure",0.98,191,"WH",28,NA,23.7333,NA,"exposure"
467,"condition1",8,"SUBJ",NA,"mismatch","104","FILL","exposure",0.98,184,"WH",29,NA,23.7333,NA,"exposure"
467,"condition1",8,"SUBJ",NA,"mismatch","26","SUBJ","exposure",0.87,103,"WH",30,NA,23.7333,NA,"exposure"
467,"condition1",8,"SUBJ",NA,"mismatch","117","UNGRAM","exposure",0.01,197,"WH",31,NA,23.7333,NA,"exposure"
467,"condition1",8,"SUBJ",NA,"mismatch","19","SUBJ","exposure",0.75,75,"WH",32,NA,23.7333,NA,"exposure"
467,"condition1",9,"SUBJ",NA,"mismatch","108","FILL","exposure",0.99,188,"WH",33,NA,23.7333,NA,"exposure"
467,"condition1",9,"SUBJ",NA,"mismatch","12","SUBJ","exposure",0.94,47,"WH",34,NA,23.7333,NA,"exposure"
467,"condition1",9,"SUBJ",NA,"mismatch","122","UNGRAM","exposure",0,202,"WH",35,NA,23.7333,NA,"exposure"
467,"condition1",9,"SUBJ",NA,"mismatch","15","SUBJ","exposure",0.8,59,"WH",36,NA,23.7333,NA,"exposure"
467,"condition1",10,"SUBJ",NA,"mismatch","127","UNGRAM","exposure",0.02,207,"WH",37,NA,23.7333,NA,"exposure"
467,"condition1",10,"SUBJ",NA,"mismatch","110","FILL","exposure",0.97,190,"WH",38,NA,23.7333,NA,"exposure"
467,"condition1",10,"SUBJ",NA,"mismatch","4","SUBJ","exposure",0.36,15,"WH",39,NA,23.7333,NA,"exposure"
467,"condition1",10,"SUBJ",NA,"mismatch","16","SUBJ","exposure",0.48,63,"WH",40,NA,23.7333,NA,"exposure"
467,"condition1",101,"SUBJ",NA,"mismatch","106","FILL","test",0.99,186,"WH",41,NA,23.7333,NA,"test"
467,"condition1",101,"SUBJ",NA,"mismatch","128","UNGRAM","test",0.01,208,"WH",42,NA,23.7333,NA,"test"
467,"condition1",101,"SUBJ",NA,"mismatch","20","WH","test",0.96,78,"WH",43,NA,23.7333,NA,"test"
467,"condition1",101,"SUBJ",NA,"mismatch","14","WH","test",0.88,54,"WH",44,NA,23.7333,NA,"test"
467,"condition1",102,"SUBJ",NA,"mismatch","11","WH","test",0.92,42,"WH",45,NA,23.7333,NA,"test"
467,"condition1",102,"SUBJ",NA,"mismatch","101","FILL","test",0.99,181,"WH",46,NA,23.7333,NA,"test"
467,"condition1",102,"SUBJ",NA,"mismatch","5","WH","test",0.78,18,"WH",47,NA,23.7333,NA,"test"
467,"condition1",102,"SUBJ",NA,"mismatch","123","UNGRAM","test",0.01,203,"WH",48,NA,23.7333,NA,"test"
467,"condition1",103,"SUBJ",NA,"mismatch","1","WH","test",0.75,2,"WH",49,NA,23.7333,NA,"test"
467,"condition1",103,"SUBJ",NA,"mismatch","3","WH","test",0.92,10,"WH",50,NA,23.7333,NA,"test"
467,"condition1",103,"SUBJ",NA,"mismatch","102","FILL","test",0.98,182,"WH",51,NA,23.7333,NA,"test"
467,"condition1",103,"SUBJ",NA,"mismatch","124","UNGRAM","test",0,204,"WH",52,NA,23.7333,NA,"test"
